Best config: [('tile_y', 72), ('tile_x', 88)],None,196, 0.400056, 0.003676, ijk, 472.708201
Best config: [('tile_y', 40), ('tile_x', 24)],None,56, 0.539803, 0.002880, ikj, 741.630299
Best config: [('tile_y', 1), ('tile_x', 32)],None,68, 0.382768, 0.000306, jik, 459.979475
Best config: [('tile_y', 64), ('tile_x', 16)],None,42, 0.051203, 0.000027, jki, 313.713409
Best config: [('tile_y', 40), ('tile_x', 48)],None,107, 0.607736, 0.012990, kij, 694.454535
Best config: [('tile_y', 48), ('tile_x', 1)],None,6, 0.054798, 0.000117, kji, 314.585448
