
1278
10024
10024
10024
10024
10048
----------

1057
11326
11326
11326
11326
10020
----------

1954
10108
10108
16716
10108
10048
----------

2285
9808
9808
9808
9808
10048
----------

6006
10668
10668
9912
10668
10048
----------

