sum,A,B,t0
2792901376.00, 112, 8, 116.3692
2792901376.00, 112, 16, 115.2745
2792901376.00, 112, 24, 116.5694
2792901376.00, 112, 32, 115.9593
2792901376.00, 112, 40, 116.4670
2792901376.00, 112, 48, 116.3052
2792901376.00, 112, 56, 116.2780
2792901376.00, 112, 64, 116.4979
2792901376.00, 112, 72, 116.5185
2792901376.00, 112, 80, 116.2873
2792901376.00, 112, 88, 116.4884
2792901376.00, 112, 96, 116.5549
2792901376.00, 112, 104, 116.5325
2792901376.00, 112, 112, 116.5387
2792901376.00, 112, 120, 116.2162
2792901376.00, 112, 128, 115.3612
2792901376.00, 120, 0, 50.4601
2792901376.00, 120, 8, 116.8165
2792901376.00, 120, 16, 116.3059
2792901376.00, 120, 24, 115.5537
2792901376.00, 120, 32, 116.1179
2792901376.00, 120, 40, 116.2336
2792901376.00, 120, 48, 116.1952
2792901376.00, 120, 56, 116.2256
2792901376.00, 120, 64, 116.1708
2792901376.00, 120, 72, 116.2000
2792901376.00, 120, 80, 116.2833
2792901376.00, 120, 88, 116.1970
2792901376.00, 120, 96, 115.9169
2792901376.00, 120, 104, 116.0854
2792901376.00, 120, 112, 115.6673
2792901376.00, 120, 120, 115.1367
2792901376.00, 120, 128, 115.7412
2792901376.00, 128, 0, 49.5010
2792901376.00, 128, 8, 116.8180
2792901376.00, 128, 16, 116.6687
2792901376.00, 128, 24, 116.6963
2792901376.00, 128, 32, 116.6102
2792901376.00, 128, 40, 116.6732
2792901376.00, 128, 48, 116.6518
2792901376.00, 128, 56, 116.6315
2792901376.00, 128, 64, 116.3934
2792901376.00, 128, 72, 116.6234
2792901376.00, 128, 80, 116.6006
2792901376.00, 128, 88, 116.6645
2792901376.00, 128, 96, 116.6535
2792901376.00, 128, 104, 116.4933
2792901376.00, 128, 112, 116.3100
2792901376.00, 128, 120, 116.3669
2792901376.00, 128, 128, 116.1979
