sum,A,B,t0
2792901376.00, 0, 0, 186.8162
2792901376.00, 0, 8, 186.8180
2792901376.00, 0, 16, 186.8079
2792901376.00, 0, 24, 186.7942
2792901376.00, 0, 32, 186.8022
2792901376.00, 0, 40, 186.8445
2792901376.00, 0, 48, 186.8008
2792901376.00, 0, 56, 186.8030
2792901376.00, 0, 64, 186.8083
2792901376.00, 0, 72, 186.7991
2792901376.00, 0, 80, 186.7947
2792901376.00, 0, 88, 186.8156
2792901376.00, 0, 96, 186.8092
2792901376.00, 0, 104, 186.7890
2792901376.00, 0, 112, 186.8004
2792901376.00, 0, 120, 186.7997
2792901376.00, 0, 128, 186.8223
2792901376.00, 8, 0, 186.8047
2792901376.00, 8, 8, 36.8695
2792901376.00, 8, 16, 26.8645
2792901376.00, 8, 24, 23.6464
2792901376.00, 8, 32, 22.3293
2792901376.00, 8, 40, 21.0302
2792901376.00, 8, 48, 20.0967
2792901376.00, 8, 56, 19.7285
2792901376.00, 8, 64, 19.5635
2792901376.00, 8, 72, 19.1737
2792901376.00, 8, 80, 19.2335
2792901376.00, 8, 88, 18.9930
2792901376.00, 8, 96, 18.5802
2792901376.00, 8, 104, 18.4879
2792901376.00, 8, 112, 18.2550
2792901376.00, 8, 120, 18.0672
2792901376.00, 8, 128, 18.2385
2792901376.00, 16, 0, 186.8061
2792901376.00, 16, 8, 39.5886
2792901376.00, 16, 16, 28.3755
2792901376.00, 16, 24, 24.5822
2792901376.00, 16, 32, 22.6003
2792901376.00, 16, 40, 21.5466
2792901376.00, 16, 48, 20.7686
2792901376.00, 16, 56, 20.2517
2792901376.00, 16, 64, 19.8799
2792901376.00, 16, 72, 19.0091
2792901376.00, 16, 80, 18.5671
2792901376.00, 16, 88, 18.4491
2792901376.00, 16, 96, 18.2730
2792901376.00, 16, 104, 18.0925
2792901376.00, 16, 112, 17.8922
2792901376.00, 16, 120, 17.7466
2792901376.00, 16, 128, 17.7045
2792901376.00, 24, 0, 186.8013
2792901376.00, 24, 8, 38.8382
2792901376.00, 24, 16, 27.7121
2792901376.00, 24, 24, 24.0034
2792901376.00, 24, 32, 22.1193
2792901376.00, 24, 40, 20.9595
2792901376.00, 24, 48, 20.1152
2792901376.00, 24, 56, 19.6725
2792901376.00, 24, 64, 19.2830
