sum,A,B,t0
2792901376.00, 0, 0, 73.4818
2792901376.00, 0, 8, 73.4805
2792901376.00, 0, 16, 73.4786
2792901376.00, 0, 24, 73.4831
2792901376.00, 0, 32, 73.4787
2792901376.00, 0, 40, 73.4826
2792901376.00, 0, 48, 73.4842
2792901376.00, 0, 56, 73.4721
2792901376.00, 0, 64, 73.4701
2792901376.00, 0, 72, 73.4804
2792901376.00, 0, 80, 73.4800
2792901376.00, 0, 88, 73.4797
2792901376.00, 0, 96, 73.4812
2792901376.00, 0, 104, 73.4686
2792901376.00, 0, 112, 73.4654
2792901376.00, 0, 120, 73.4707
2792901376.00, 0, 128, 73.4810
2792901376.00, 8, 0, 73.4645
2792901376.00, 8, 8, 10.8166
2792901376.00, 8, 16, 9.9908
2792901376.00, 8, 24, 9.6337
2792901376.00, 8, 32, 9.4437
2792901376.00, 8, 40, 9.2161
2792901376.00, 8, 48, 9.0724
2792901376.00, 8, 56, 9.0242
2792901376.00, 8, 64, 8.9942
2792901376.00, 8, 72, 8.9215
2792901376.00, 8, 80, 8.8681
2792901376.00, 8, 88, 8.8518
2792901376.00, 8, 96, 8.8312
2792901376.00, 8, 104, 8.7950
2792901376.00, 8, 112, 8.7480
2792901376.00, 8, 120, 8.7310
2792901376.00, 8, 128, 8.7204
2792901376.00, 16, 0, 73.4836
2792901376.00, 16, 8, 10.3683
2792901376.00, 16, 16, 9.3028
2792901376.00, 16, 24, 9.0270
2792901376.00, 16, 32, 8.8957
2792901376.00, 16, 40, 8.7676
2792901376.00, 16, 48, 8.6955
2792901376.00, 16, 56, 8.6493
2792901376.00, 16, 64, 8.6315
2792901376.00, 16, 72, 8.5914
2792901376.00, 16, 80, 8.5551
2792901376.00, 16, 88, 8.5497
2792901376.00, 16, 96, 8.5426
2792901376.00, 16, 104, 8.5062
2792901376.00, 16, 112, 8.4800
2792901376.00, 16, 120, 8.4676
2792901376.00, 16, 128, 8.4602
2792901376.00, 24, 0, 73.4793
2792901376.00, 24, 8, 10.0378
2792901376.00, 24, 16, 9.1945
2792901376.00, 24, 24, 8.9594
2792901376.00, 24, 32, 8.8541
2792901376.00, 24, 40, 8.7530
2792901376.00, 24, 48, 8.6902
2792901376.00, 24, 56, 8.6623
2792901376.00, 24, 64, 8.6506
2792901376.00, 24, 72, 8.6225
2792901376.00, 24, 80, 8.5915
2792901376.00, 24, 88, 8.5883
2792901376.00, 24, 96, 8.5506
2792901376.00, 24, 104, 8.5297
2792901376.00, 24, 112, 8.5142
2792901376.00, 24, 120, 8.5045
2792901376.00, 24, 128, 8.4994
2792901376.00, 32, 0, 73.4809
2792901376.00, 32, 8, 10.2549
2792901376.00, 32, 16, 9.4695
2792901376.00, 32, 24, 9.2597
2792901376.00, 32, 32, 9.1481
2792901376.00, 32, 40, 9.0684
2792901376.00, 32, 48, 9.0129
2792901376.00, 32, 56, 9.0618
2792901376.00, 32, 64, 8.9752
2792901376.00, 32, 72, 8.9464
2792901376.00, 32, 80, 8.9211
2792901376.00, 32, 88, 8.8802
2792901376.00, 32, 96, 8.8622
2792901376.00, 32, 104, 8.8480
2792901376.00, 32, 112, 8.8349
2792901376.00, 32, 120, 8.8278
2792901376.00, 32, 128, 8.8230
2792901376.00, 40, 0, 73.4821
2792901376.00, 40, 8, 11.5733
2792901376.00, 40, 16, 11.0267
2792901376.00, 40, 24, 10.8747
2792901376.00, 40, 32, 10.8033
2792901376.00, 40, 40, 10.7593
2792901376.00, 40, 48, 10.7055
2792901376.00, 40, 56, 10.6886
2792901376.00, 40, 64, 10.6452
2792901376.00, 40, 72, 10.6143
2792901376.00, 40, 80, 10.5965
2792901376.00, 40, 88, 10.5933
2792901376.00, 40, 96, 10.5856
2792901376.00, 40, 104, 10.5801
2792901376.00, 40, 112, 10.5753
2792901376.00, 40, 120, 10.5729
