sum,A,B,t0
2792901376.00, 64, 80, 17.0980
2792901376.00, 64, 88, 17.0973
2792901376.00, 64, 96, 17.0999
2792901376.00, 64, 104, 17.0967
2792901376.00, 64, 112, 17.0924
2792901376.00, 64, 120, 17.0938
2792901376.00, 64, 128, 17.0939
2792901376.00, 72, 0, 5.1286
2792901376.00, 72, 8, 17.2351
2792901376.00, 72, 16, 17.1611
2792901376.00, 72, 24, 17.1540
2792901376.00, 72, 32, 17.1302
2792901376.00, 72, 40, 17.1195
2792901376.00, 72, 48, 17.1163
2792901376.00, 72, 56, 17.1158
2792901376.00, 72, 64, 17.1136
2792901376.00, 72, 72, 17.1110
2792901376.00, 72, 80, 17.1100
2792901376.00, 72, 88, 17.1073
2792901376.00, 72, 96, 17.1036
2792901376.00, 72, 104, 17.1072
2792901376.00, 72, 112, 17.1045
2792901376.00, 72, 120, 17.1075
2792901376.00, 72, 128, 17.1049
2792901376.00, 80, 0, 5.1308
2792901376.00, 80, 8, 17.2198
2792901376.00, 80, 16, 17.1492
2792901376.00, 80, 24, 17.1242
2792901376.00, 80, 32, 17.1186
2792901376.00, 80, 40, 17.1065
2792901376.00, 80, 48, 17.1028
2792901376.00, 80, 56, 17.1048
2792901376.00, 80, 64, 17.1029
2792901376.00, 80, 72, 17.0987
2792901376.00, 80, 80, 17.0965
2792901376.00, 80, 88, 17.0988
2792901376.00, 80, 96, 17.0976
2792901376.00, 80, 104, 17.0971
2792901376.00, 80, 112, 17.0953
2792901376.00, 80, 120, 17.0970
2792901376.00, 80, 128, 17.0967
2792901376.00, 88, 0, 5.1292
2792901376.00, 88, 8, 17.2774
2792901376.00, 88, 16, 17.2254
2792901376.00, 88, 24, 17.1976
2792901376.00, 88, 32, 17.1998
2792901376.00, 88, 40, 17.1878
2792901376.00, 88, 48, 17.1795
2792901376.00, 88, 56, 17.1855
2792901376.00, 88, 64, 17.1846
2792901376.00, 88, 72, 17.1848
2792901376.00, 88, 80, 17.1780
2792901376.00, 88, 88, 17.1784
2792901376.00, 88, 96, 17.1805
2792901376.00, 88, 104, 17.1778
2792901376.00, 88, 112, 17.1763
2792901376.00, 88, 120, 17.1781
2792901376.00, 88, 128, 17.1876
2792901376.00, 96, 0, 5.1287
2792901376.00, 96, 8, 17.3548
2792901376.00, 96, 16, 17.2997
2792901376.00, 96, 24, 17.2859
2792901376.00, 96, 32, 17.2776
2792901376.00, 96, 40, 17.2712
2792901376.00, 96, 48, 17.2625
2792901376.00, 96, 56, 17.2646
2792901376.00, 96, 64, 17.2682
2792901376.00, 96, 72, 17.2635
2792901376.00, 96, 80, 17.2643
2792901376.00, 96, 88, 17.2609
2792901376.00, 96, 96, 17.2612
2792901376.00, 96, 104, 17.2612
2792901376.00, 96, 112, 17.2577
2792901376.00, 96, 120, 17.2608
2792901376.00, 96, 128, 17.2574
2792901376.00, 104, 0, 5.1311
2792901376.00, 104, 8, 17.3082
2792901376.00, 104, 16, 17.2802
2792901376.00, 104, 24, 17.2388
2792901376.00, 104, 32, 17.2368
2792901376.00, 104, 40, 17.2280
2792901376.00, 104, 48, 17.2224
2792901376.00, 104, 56, 17.2242
2792901376.00, 104, 64, 17.2264
2792901376.00, 104, 72, 17.2210
2792901376.00, 104, 80, 17.2189
2792901376.00, 104, 88, 17.2240
2792901376.00, 104, 96, 17.2183
2792901376.00, 104, 104, 17.2175
2792901376.00, 104, 112, 17.2231
2792901376.00, 104, 120, 17.2160
2792901376.00, 104, 128, 17.2182
2792901376.00, 112, 0, 5.1282
2792901376.00, 112, 8, 17.2063
2792901376.00, 112, 16, 17.1597
2792901376.00, 112, 24, 17.1427
2792901376.00, 112, 32, 17.1354
2792901376.00, 112, 40, 17.1324
2792901376.00, 112, 48, 17.1254
2792901376.00, 112, 56, 17.1279
2792901376.00, 112, 64, 17.1242
2792901376.00, 112, 72, 17.1265
2792901376.00, 112, 80, 17.1176
2792901376.00, 112, 88, 17.1202
2792901376.00, 112, 96, 17.1277
2792901376.00, 112, 104, 17.1193
2792901376.00, 112, 112, 17.1163
2792901376.00, 112, 120, 17.1174
2792901376.00, 112, 128, 17.1229
2792901376.00, 120, 0, 5.1285
2792901376.00, 120, 8, 17.3720
2792901376.00, 120, 16, 17.3271
2792901376.00, 120, 24, 17.3222
2792901376.00, 120, 32, 17.3065
2792901376.00, 120, 40, 17.3018
2792901376.00, 120, 48, 17.3063
2792901376.00, 120, 56, 17.2990
2792901376.00, 120, 64, 17.3002
2792901376.00, 120, 72, 17.2965
2792901376.00, 120, 80, 17.3028
2792901376.00, 120, 88, 17.2935
2792901376.00, 120, 96, 17.2968
2792901376.00, 120, 104, 17.3019
2792901376.00, 120, 112, 17.2904
2792901376.00, 120, 120, 17.2932
2792901376.00, 120, 128, 17.2958
2792901376.00, 128, 0, 5.1291
2792901376.00, 128, 8, 17.2799
2792901376.00, 128, 16, 17.2324
2792901376.00, 128, 24, 17.2205
2792901376.00, 128, 32, 17.2184
2792901376.00, 128, 40, 17.2122
2792901376.00, 128, 48, 17.2104
2792901376.00, 128, 56, 17.2073
2792901376.00, 128, 64, 17.2053
2792901376.00, 128, 72, 17.2002
2792901376.00, 128, 80, 17.2019
2792901376.00, 128, 88, 17.2002
2792901376.00, 128, 96, 17.1983
2792901376.00, 128, 104, 17.2014
2792901376.00, 128, 112, 17.2117
2792901376.00, 128, 120, 17.1986
2792901376.00, 128, 128, 17.1991
