sum,A,B,t0
2792901376.00, 0, 0, 11.0553
2792901376.00, 0, 8, 11.0496
2792901376.00, 0, 16, 11.0059
2792901376.00, 0, 24, 11.0389
2792901376.00, 0, 32, 11.0045
2792901376.00, 0, 40, 11.0017
2792901376.00, 0, 48, 10.9906
2792901376.00, 0, 56, 10.9906
2792901376.00, 0, 64, 10.9760
2792901376.00, 0, 72, 10.9926
2792901376.00, 0, 80, 10.9952
2792901376.00, 0, 88, 11.0023
2792901376.00, 0, 96, 11.0057
2792901376.00, 0, 104, 11.0050
2792901376.00, 0, 112, 11.0039
2792901376.00, 0, 120, 11.0034
2792901376.00, 0, 128, 11.0035
2792901376.00, 8, 0, 11.0035
2792901376.00, 8, 8, 5.6319
2792901376.00, 8, 16, 7.9880
2792901376.00, 8, 24, 8.0307
2792901376.00, 8, 32, 7.8500
2792901376.00, 8, 40, 7.2716
2792901376.00, 8, 48, 6.0491
2792901376.00, 8, 56, 5.7528
2792901376.00, 8, 64, 5.4911
2792901376.00, 8, 72, 5.4186
2792901376.00, 8, 80, 5.3442
2792901376.00, 8, 88, 5.3368
2792901376.00, 8, 96, 5.2932
2792901376.00, 8, 104, 5.2667
2792901376.00, 8, 112, 5.2317
2792901376.00, 8, 120, 5.2452
2792901376.00, 8, 128, 5.2567
2792901376.00, 16, 0, 11.0114
2792901376.00, 16, 8, 5.3802
2792901376.00, 16, 16, 5.4858
2792901376.00, 16, 24, 5.7586
2792901376.00, 16, 32, 5.3249
2792901376.00, 16, 40, 5.5021
2792901376.00, 16, 48, 4.9474
2792901376.00, 16, 56, 4.9257
2792901376.00, 16, 64, 4.8675
2792901376.00, 16, 72, 4.8831
2792901376.00, 16, 80, 4.8753
2792901376.00, 16, 88, 4.8593
2792901376.00, 16, 96, 4.8453
2792901376.00, 16, 104, 4.8360
2792901376.00, 16, 112, 4.8261
2792901376.00, 16, 120, 4.8151
2792901376.00, 16, 128, 4.7978
2792901376.00, 24, 0, 11.0002
