
vgg-16 droplet nitro5
0.7635, 0.0410, 3,8,1,True,
15.5471, 0.0551, 4,8,4,True,
7.9047, 0.0398, 16,4,7,True,
15.3724, 0.0362, 2,16,2,True,
7.4426, 0.0221, 1,8,4,False,
14.8710, 0.0221, 4,8,4,True,
7.8258, 0.0339, 2,4,7,True,
15.3434, 0.0437, 2,8,4,True,
4.2128, 0.0468, 32,8,2,True,
vgg-16 gridsearch nitro5
1.2072, 0.0045, 3,32,1,False,
15.7429, 0.1650, 64,8,4,True,
7.6264, 0.0297, 2,16,2,False,
15.1388, 0.0609, 128,16,2,True,
7.9812, 0.1955, 1,8,4,False,
17.8394, 0.3318, 256,8,4,True,
8.5218, 0.2295, 128,8,4,True,
16.1429, 0.0653, 128,8,4,True,
4.7739, 0.1598, 256,8,4,False,
vgg-16 random nitro5
1.1548, 0.3839, 1,8,7,True,
16.7997, 0.0345, 32,16,2,True,
7.5588, 0.1161, 64,8,4,True,
15.5751, 0.0165, 128,8,4,True,
7.5516, 0.0748, 128,8,4,True,
15.5060, 0.0188, 256,8,4,True,
7.5213, 0.0485, 1,8,4,True,
15.7252, 0.2780, 128,8,4,True,
4.9298, 0.0060, 2,8,7,True,
vgg-16 ga nitro5
0.9506, 0.2129, 3,16,2,False,
17.3940, 0.0405, 32,32,1,False,
8.9673, 0.1342, 64,8,4,True,
17.3838, 0.0764, 16,32,1,False,
8.0400, 0.2903, 4,8,4,True,
15.8405, 0.0927, 256,8,4,True,
8.1925, 0.1613, 1,4,7,False,
16.0906, 0.1156, 128,8,4,True,
3.8508, 0.0622, 256,8,4,True,
vgg-16 xgb nitro5
0.8911, 0.0069, 3,8,7,True,
15.9878, 0.0556, 64,8,4,True,
7.5801, 0.0260, 4,8,4,True,
15.5001, 0.0154, 4,8,4,True,
7.0959, 0.0598, 128,16,2,False,
15.0813, 0.0342, 128,8,4,True,
7.4870, 0.0662, 4,8,4,True,
15.5371, 0.0929, 128,8,4,True,
3.9651, 0.0197, 256,4,7,True,
