sum,A,B,t0
2792901376.00, 0, 0, 694.1152
2792901376.00, 0, 8, 693.9503
2792901376.00, 0, 16, 694.0356
2792901376.00, 0, 24, 693.8986
2792901376.00, 0, 32, 693.9368
2792901376.00, 0, 40, 693.9184
2792901376.00, 0, 48, 693.9802
2792901376.00, 0, 56, 693.9787
2792901376.00, 0, 64, 693.9645
2792901376.00, 0, 72, 693.9702
2792901376.00, 0, 80, 693.9649
2792901376.00, 0, 88, 693.9439
2792901376.00, 0, 96, 693.9513
2792901376.00, 0, 104, 693.9490
2792901376.00, 0, 112, 693.9900
2792901376.00, 0, 120, 694.0674
2792901376.00, 0, 128, 693.9626
2792901376.00, 8, 0, 694.1511
2792901376.00, 8, 8, 164.7100
2792901376.00, 8, 16, 116.5586
2792901376.00, 8, 24, 104.8234
2792901376.00, 8, 32, 95.8108
2792901376.00, 8, 40, 90.7376
2792901376.00, 8, 48, 86.5897
2792901376.00, 8, 56, 84.2493
2792901376.00, 8, 64, 82.4812
2792901376.00, 8, 72, 80.8118
2792901376.00, 8, 80, 78.9620
2792901376.00, 8, 88, 78.2684
2792901376.00, 8, 96, 77.0209
2792901376.00, 8, 104, 76.3736
2792901376.00, 8, 112, 75.6306
2792901376.00, 8, 120, 74.7031
2792901376.00, 8, 128, 74.4654
2792901376.00, 16, 0, 694.1168
2792901376.00, 16, 8, 161.0364
2792901376.00, 16, 16, 115.7881
2792901376.00, 16, 24, 104.4328
2792901376.00, 16, 32, 96.3689
2792901376.00, 16, 40, 91.5840
2792901376.00, 16, 48, 87.1909
2792901376.00, 16, 56, 84.9194
2792901376.00, 16, 64, 84.0486
2792901376.00, 16, 72, 82.2936
2792901376.00, 16, 80, 80.8131
2792901376.00, 16, 88, 79.7751
2792901376.00, 16, 96, 78.6274
2792901376.00, 16, 104, 78.1846
2792901376.00, 16, 112, 77.4027
2792901376.00, 16, 120, 76.5037
2792901376.00, 16, 128, 76.0222
2792901376.00, 24, 0, 694.0335
2792901376.00, 24, 8, 203.3018
2792901376.00, 24, 16, 162.6936
2792901376.00, 24, 24, 148.6007
2792901376.00, 24, 32, 141.6372
2792901376.00, 24, 40, 136.9010
2792901376.00, 24, 48, 133.9863
2792901376.00, 24, 56, 131.6925
2792901376.00, 24, 64, 130.2104
2792901376.00, 24, 72, 128.7652
2792901376.00, 24, 80, 127.6088
2792901376.00, 24, 88, 125.6170
2792901376.00, 24, 96, 121.9662
2792901376.00, 24, 104, 125.0219
2792901376.00, 24, 112, 123.5163
2792901376.00, 24, 120, 124.0251
2792901376.00, 24, 128, 123.7857
2792901376.00, 32, 0, 694.0091
2792901376.00, 32, 8, 202.3079
2792901376.00, 32, 16, 161.5794
2792901376.00, 32, 24, 147.2813
2792901376.00, 32, 32, 140.3332
2792901376.00, 32, 40, 136.0599
2792901376.00, 32, 48, 133.2322
2792901376.00, 32, 56, 131.1094
2792901376.00, 32, 64, 129.6186
2792901376.00, 32, 72, 127.0992
2792901376.00, 32, 80, 126.4580
2792901376.00, 32, 88, 126.1181
2792901376.00, 32, 96, 125.2328
2792901376.00, 32, 104, 124.8355
2792901376.00, 32, 112, 124.2101
2792901376.00, 32, 120, 123.4817
2792901376.00, 32, 128, 123.2372
2792901376.00, 40, 0, 693.9336
2792901376.00, 40, 8, 203.0829
2792901376.00, 40, 16, 162.3540
2792901376.00, 40, 24, 148.1269
2792901376.00, 40, 32, 141.0916
2792901376.00, 40, 40, 136.1640
2792901376.00, 40, 48, 133.1735
2792901376.00, 40, 56, 130.8671
2792901376.00, 40, 64, 129.4327
2792901376.00, 40, 72, 127.8702
2792901376.00, 40, 80, 126.7235
2792901376.00, 40, 88, 125.9529
2792901376.00, 40, 96, 125.0267
2792901376.00, 40, 104, 124.5368
2792901376.00, 40, 112, 123.9612
2792901376.00, 40, 120, 123.2062
2792901376.00, 40, 128, 123.0620
2792901376.00, 48, 0, 694.0471
2792901376.00, 48, 8, 203.1377
2792901376.00, 48, 16, 161.1950
2792901376.00, 48, 24, 147.4463
2792901376.00, 48, 32, 140.4825
2792901376.00, 48, 40, 135.6574
2792901376.00, 48, 48, 132.6237
2792901376.00, 48, 56, 130.3352
2792901376.00, 48, 64, 128.7253
2792901376.00, 48, 72, 127.4297
2792901376.00, 48, 80, 126.1103
2792901376.00, 48, 88, 125.3319
2792901376.00, 48, 96, 124.4123
2792901376.00, 48, 104, 123.9975
2792901376.00, 48, 112, 123.3352
2792901376.00, 48, 120, 122.4295
2792901376.00, 48, 128, 122.3201
2792901376.00, 56, 0, 694.0002
2792901376.00, 56, 8, 203.7222
2792901376.00, 56, 16, 162.3722
2792901376.00, 56, 24, 148.1493
2792901376.00, 56, 32, 140.8049
2792901376.00, 56, 40, 136.2713
2792901376.00, 56, 48, 133.1608
2792901376.00, 56, 56, 130.9019
2792901376.00, 56, 64, 129.4385
2792901376.00, 56, 72, 127.9394
2792901376.00, 56, 80, 126.6852
2792901376.00, 56, 88, 125.9463
2792901376.00, 56, 96, 125.0722
2792901376.00, 56, 104, 124.6658
2792901376.00, 56, 112, 123.9364
2792901376.00, 56, 120, 123.2440
2792901376.00, 56, 128, 122.9465
