sum,A,B,t0
2792901376.00, 48, 40, 110.1087
2792901376.00, 48, 48, 107.8135
2792901376.00, 48, 56, 107.1498
2792901376.00, 48, 64, 106.9251
2792901376.00, 48, 72, 106.8538
2792901376.00, 48, 80, 106.9258
2792901376.00, 48, 88, 107.4003
2792901376.00, 48, 96, 107.9251
2792901376.00, 48, 104, 108.6244
2792901376.00, 48, 112, 108.7164
2792901376.00, 48, 120, 109.5387
2792901376.00, 48, 128, 109.8733
2792901376.00, 56, 0, 695.2735
2792901376.00, 56, 8, 175.1354
2792901376.00, 56, 16, 133.6861
2792901376.00, 56, 24, 120.4855
2792901376.00, 56, 32, 114.2150
2792901376.00, 56, 40, 110.2052
2792901376.00, 56, 48, 107.9258
2792901376.00, 56, 56, 107.2175
2792901376.00, 56, 64, 107.0292
2792901376.00, 56, 72, 107.1210
2792901376.00, 56, 80, 106.9447
2792901376.00, 56, 88, 107.5282
2792901376.00, 56, 96, 107.9758
2792901376.00, 56, 104, 108.5048
2792901376.00, 56, 112, 108.8394
2792901376.00, 56, 120, 109.3564
2792901376.00, 56, 128, 109.4632
2792901376.00, 64, 0, 695.2958
2792901376.00, 64, 8, 176.9304
2792901376.00, 64, 16, 134.5373
2792901376.00, 64, 24, 120.9322
2792901376.00, 64, 32, 114.3960
2792901376.00, 64, 40, 110.7040
2792901376.00, 64, 48, 108.6050
2792901376.00, 64, 56, 107.5492
2792901376.00, 64, 64, 107.1214
2792901376.00, 64, 72, 107.0281
2792901376.00, 64, 80, 107.0003
2792901376.00, 64, 88, 107.4524
2792901376.00, 64, 96, 107.9751
2792901376.00, 64, 104, 108.6771
2792901376.00, 64, 112, 108.9490
2792901376.00, 64, 120, 109.3213
2792901376.00, 64, 128, 109.5898
2792901376.00, 72, 0, 695.3571
2792901376.00, 72, 8, 178.5529
2792901376.00, 72, 16, 135.2262
2792901376.00, 72, 24, 121.4069
2792901376.00, 72, 32, 114.8034
2792901376.00, 72, 40, 110.8013
2792901376.00, 72, 48, 108.2599
2792901376.00, 72, 56, 107.5276
2792901376.00, 72, 64, 107.0365
2792901376.00, 72, 72, 107.0745
2792901376.00, 72, 80, 106.9494
2792901376.00, 72, 88, 107.3981
2792901376.00, 72, 96, 107.8119
2792901376.00, 72, 104, 108.5197
2792901376.00, 72, 112, 108.4520
2792901376.00, 72, 120, 109.2885
2792901376.00, 72, 128, 109.5652
2792901376.00, 80, 0, 695.4491
2792901376.00, 80, 8, 180.3095
2792901376.00, 80, 16, 136.0002
2792901376.00, 80, 24, 121.9362
2792901376.00, 80, 32, 115.0018
2792901376.00, 80, 40, 110.9489
2792901376.00, 80, 48, 108.8935
2792901376.00, 80, 56, 107.6680
2792901376.00, 80, 64, 107.2772
2792901376.00, 80, 72, 107.1376
2792901376.00, 80, 80, 107.0784
2792901376.00, 80, 88, 107.5150
2792901376.00, 80, 96, 107.8319
2792901376.00, 80, 104, 108.4040
2792901376.00, 80, 112, 108.5396
2792901376.00, 80, 120, 109.0288
2792901376.00, 80, 128, 109.4482
2792901376.00, 88, 0, 695.4486
2792901376.00, 88, 8, 182.1399
2792901376.00, 88, 16, 136.8210
2792901376.00, 88, 24, 122.4104
2792901376.00, 88, 32, 115.4896
2792901376.00, 88, 40, 111.3618
2792901376.00, 88, 48, 108.7841
2792901376.00, 88, 56, 107.9785
2792901376.00, 88, 64, 107.6039
2792901376.00, 88, 72, 107.4313
2792901376.00, 88, 80, 107.2462
2792901376.00, 88, 88, 107.6879
2792901376.00, 88, 96, 107.9095
2792901376.00, 88, 104, 108.5760
2792901376.00, 88, 112, 108.9335
2792901376.00, 88, 120, 109.1863
2792901376.00, 88, 128, 109.5798
2792901376.00, 96, 0, 695.2418
2792901376.00, 96, 8, 184.3029
2792901376.00, 96, 16, 138.0446
2792901376.00, 96, 24, 123.3119
2792901376.00, 96, 32, 116.2325
2792901376.00, 96, 40, 111.8806
2792901376.00, 96, 48, 109.2253
2792901376.00, 96, 56, 108.3547
2792901376.00, 96, 64, 107.9545
2792901376.00, 96, 72, 107.7032
2792901376.00, 96, 80, 107.5043
2792901376.00, 96, 88, 108.0616
2792901376.00, 96, 96, 108.2846
2792901376.00, 96, 104, 108.8438
2792901376.00, 96, 112, 109.1151
2792901376.00, 96, 120, 109.4494
2792901376.00, 96, 128, 109.5707
2792901376.00, 104, 0, 695.3078
2792901376.00, 104, 8, 187.7382
2792901376.00, 104, 16, 139.9231
2792901376.00, 104, 24, 124.5876
2792901376.00, 104, 32, 117.1201
2792901376.00, 104, 40, 112.7566
2792901376.00, 104, 48, 109.9754
2792901376.00, 104, 56, 109.0477
2792901376.00, 104, 64, 108.5651
2792901376.00, 104, 72, 108.7181
2792901376.00, 104, 80, 108.2613
2792901376.00, 104, 88, 108.1478
2792901376.00, 104, 96, 108.4057
2792901376.00, 104, 104, 109.4096
2792901376.00, 104, 112, 109.6620
2792901376.00, 104, 120, 109.5602
2792901376.00, 104, 128, 110.1266
2792901376.00, 112, 0, 695.1984
2792901376.00, 112, 8, 191.9331
2792901376.00, 112, 16, 142.1285
2792901376.00, 112, 24, 126.1795
2792901376.00, 112, 32, 118.3426
2792901376.00, 112, 40, 113.7609
2792901376.00, 112, 48, 110.8349
2792901376.00, 112, 56, 109.8321
2792901376.00, 112, 64, 109.3707
2792901376.00, 112, 72, 108.9204
2792901376.00, 112, 80, 108.9054
2792901376.00, 112, 88, 109.0218
2792901376.00, 112, 96, 109.1515
2792901376.00, 112, 104, 109.7936
2792901376.00, 112, 112, 110.1103
2792901376.00, 112, 120, 110.2785
2792901376.00, 112, 128, 110.5585
2792901376.00, 120, 0, 695.2458
2792901376.00, 120, 8, 198.0682
2792901376.00, 120, 16, 145.3994
2792901376.00, 120, 24, 128.4449
2792901376.00, 120, 32, 120.0804
2792901376.00, 120, 40, 115.1944
2792901376.00, 120, 48, 112.0744
2792901376.00, 120, 56, 110.9426
2792901376.00, 120, 64, 110.6434
2792901376.00, 120, 72, 109.8203
2792901376.00, 120, 80, 109.3588
2792901376.00, 120, 88, 109.6981
2792901376.00, 120, 96, 109.8162
2792901376.00, 120, 104, 110.5265
2792901376.00, 120, 112, 110.6388
2792901376.00, 120, 120, 110.7643
2792901376.00, 120, 128, 110.8612
2792901376.00, 128, 0, 695.1195
2792901376.00, 128, 8, 205.0754
2792901376.00, 128, 16, 149.2280
2792901376.00, 128, 24, 131.3469
2792901376.00, 128, 32, 122.2116
2792901376.00, 128, 40, 117.0918
2792901376.00, 128, 48, 113.8979
2792901376.00, 128, 56, 112.6651
2792901376.00, 128, 64, 111.7130
2792901376.00, 128, 72, 111.0503
2792901376.00, 128, 80, 110.8087
2792901376.00, 128, 88, 110.8773
2792901376.00, 128, 96, 110.9006
2792901376.00, 128, 104, 111.4487
2792901376.00, 128, 112, 111.4893
2792901376.00, 128, 120, 111.8101
2792901376.00, 128, 128, 112.0989
