sum,A,B,t0
2792901376.00, 0, 0, 71.6150
2792901376.00, 0, 8, 71.6007
2792901376.00, 0, 16, 71.6757
2792901376.00, 0, 24, 71.6890
2792901376.00, 0, 32, 71.7912
2792901376.00, 0, 40, 71.7038
2792901376.00, 0, 48, 71.7054
2792901376.00, 0, 56, 71.7064
2792901376.00, 0, 64, 71.7141
2792901376.00, 0, 72, 71.7085
2792901376.00, 0, 80, 71.7065
2792901376.00, 0, 88, 71.7076
2792901376.00, 0, 96, 71.7092
2792901376.00, 0, 104, 71.7079
2792901376.00, 0, 112, 71.7094
2792901376.00, 0, 120, 71.7084
2792901376.00, 0, 128, 71.7099
2792901376.00, 8, 0, 71.7149
2792901376.00, 8, 8, 15.2179
2792901376.00, 8, 16, 11.3123
2792901376.00, 8, 24, 9.7330
2792901376.00, 8, 32, 8.9252
2792901376.00, 8, 40, 8.4968
2792901376.00, 8, 48, 8.2143
2792901376.00, 8, 56, 7.9946
2792901376.00, 8, 64, 7.8274
2792901376.00, 8, 72, 7.7060
2792901376.00, 8, 80, 7.5731
2792901376.00, 8, 88, 7.5022
2792901376.00, 8, 96, 7.3873
2792901376.00, 8, 104, 7.3499
2792901376.00, 8, 112, 7.2733
2792901376.00, 8, 120, 7.2070
2792901376.00, 8, 128, 7.1638
2792901376.00, 16, 0, 71.5961
2792901376.00, 16, 8, 15.5067
2792901376.00, 16, 16, 10.8527
2792901376.00, 16, 24, 9.3247
2792901376.00, 16, 32, 8.5606
2792901376.00, 16, 40, 8.1148
2792901376.00, 16, 48, 7.8235
2792901376.00, 16, 56, 7.5982
2792901376.00, 16, 64, 7.4577
2792901376.00, 16, 72, 7.3297
2792901376.00, 16, 80, 7.2027
2792901376.00, 16, 88, 7.1225
2792901376.00, 16, 96, 6.9969
2792901376.00, 16, 104, 6.9565
2792901376.00, 16, 112, 6.8895
2792901376.00, 16, 120, 6.8166
2792901376.00, 16, 128, 6.7785
2792901376.00, 24, 0, 71.6050
2792901376.00, 24, 8, 15.2630
2792901376.00, 24, 16, 10.7560
2792901376.00, 24, 24, 9.2596
2792901376.00, 24, 32, 8.5093
2792901376.00, 24, 40, 8.0646
2792901376.00, 24, 48, 7.7710
2792901376.00, 24, 56, 7.5688
2792901376.00, 24, 64, 7.4063
2792901376.00, 24, 72, 7.2976
2792901376.00, 24, 80, 7.1775
2792901376.00, 24, 88, 7.1159
2792901376.00, 24, 96, 7.0208
2792901376.00, 24, 104, 6.9904
2792901376.00, 24, 112, 6.9305
2792901376.00, 24, 120, 6.8644
2792901376.00, 24, 128, 6.8217
2792901376.00, 32, 0, 71.6099
2792901376.00, 32, 8, 15.2099
2792901376.00, 32, 16, 10.7122
2792901376.00, 32, 24, 9.2059
2792901376.00, 32, 32, 8.4510
2792901376.00, 32, 40, 7.9982
2792901376.00, 32, 48, 7.6868
2792901376.00, 32, 56, 7.4731
2792901376.00, 32, 64, 7.3229
2792901376.00, 32, 72, 7.1988
2792901376.00, 32, 80, 7.0633
2792901376.00, 32, 88, 7.0092
2792901376.00, 32, 96, 6.9071
2792901376.00, 32, 104, 6.8750
2792901376.00, 32, 112, 6.8038
2792901376.00, 32, 120, 6.7359
2792901376.00, 32, 128, 6.6959
2792901376.00, 40, 0, 71.6099
2792901376.00, 40, 8, 15.0454
2792901376.00, 40, 16, 10.6415
2792901376.00, 40, 24, 9.2018
2792901376.00, 40, 32, 8.5186
2792901376.00, 40, 40, 8.0430
2792901376.00, 40, 48, 7.7253
2792901376.00, 40, 56, 7.5084
2792901376.00, 40, 64, 7.3480
2792901376.00, 40, 72, 7.2310
2792901376.00, 40, 80, 7.1083
2792901376.00, 40, 88, 7.0372
2792901376.00, 40, 96, 6.9373
2792901376.00, 40, 104, 6.9049
2792901376.00, 40, 112, 6.8408
2792901376.00, 40, 120, 6.7771
2792901376.00, 40, 128, 6.7420
2792901376.00, 48, 0, 71.6095
2792901376.00, 48, 8, 15.2551
2792901376.00, 48, 16, 11.0261
2792901376.00, 48, 24, 9.6298
2792901376.00, 48, 32, 8.9382
2792901376.00, 48, 40, 8.5056
2792901376.00, 48, 48, 8.2115
2792901376.00, 48, 56, 8.0169
2792901376.00, 48, 64, 7.8670
2792901376.00, 48, 72, 7.7625
2792901376.00, 48, 80, 7.6546
2792901376.00, 48, 88, 7.5964
2792901376.00, 48, 96, 7.5055
2792901376.00, 48, 104, 7.4776
2792901376.00, 48, 112, 7.4178
2792901376.00, 48, 120, 7.3601
2792901376.00, 48, 128, 7.3200
2792901376.00, 56, 0, 71.6087
2792901376.00, 56, 8, 15.1779
2792901376.00, 56, 16, 11.0066
2792901376.00, 56, 24, 9.5939
2792901376.00, 56, 32, 8.8965
2792901376.00, 56, 40, 8.4773
2792901376.00, 56, 48, 8.1907
2792901376.00, 56, 56, 7.9889
2792901376.00, 56, 64, 7.8429
2792901376.00, 56, 72, 7.7403
2792901376.00, 56, 80, 7.6324
2792901376.00, 56, 88, 7.5730
2792901376.00, 56, 96, 7.4831
2792901376.00, 56, 104, 7.4540
2792901376.00, 56, 112, 7.3954
2792901376.00, 56, 120, 7.3406
2792901376.00, 56, 128, 7.3111
2792901376.00, 64, 0, 71.6121
2792901376.00, 64, 8, 15.2124
2792901376.00, 64, 16, 10.9771
2792901376.00, 64, 24, 9.6169
2792901376.00, 64, 32, 8.9326
2792901376.00, 64, 40, 8.5090
2792901376.00, 64, 48, 8.2169
2792901376.00, 64, 56, 8.0119
2792901376.00, 64, 64, 7.8624
2792901376.00, 64, 72, 7.7565
2792901376.00, 64, 80, 7.6437
2792901376.00, 64, 88, 7.5882
2792901376.00, 64, 96, 7.5030
2792901376.00, 64, 104, 7.4732
2792901376.00, 64, 112, 7.4137
2792901376.00, 64, 120, 7.3480
2792901376.00, 64, 128, 7.3189
2792901376.00, 72, 0, 71.6117
2792901376.00, 72, 8, 15.1486
2792901376.00, 72, 16, 10.9477
2792901376.00, 72, 24, 9.5836
2792901376.00, 72, 32, 8.8979
2792901376.00, 72, 40, 8.4665
2792901376.00, 72, 48, 8.1863
2792901376.00, 72, 56, 7.9900
2792901376.00, 72, 64, 7.8409
2792901376.00, 72, 72, 7.7419
2792901376.00, 72, 80, 7.6292
2792901376.00, 72, 88, 7.5829
2792901376.00, 72, 96, 7.4903
2792901376.00, 72, 104, 7.4703
2792901376.00, 72, 112, 7.4135
2792901376.00, 72, 120, 7.3586
2792901376.00, 72, 128, 7.3283
2792901376.00, 80, 0, 71.6063
2792901376.00, 80, 8, 15.2321
2792901376.00, 80, 16, 10.9937
2792901376.00, 80, 24, 9.5767
2792901376.00, 80, 32, 8.9114
2792901376.00, 80, 40, 8.4754
2792901376.00, 80, 48, 8.1796
2792901376.00, 80, 56, 7.9872
2792901376.00, 80, 64, 7.8425
2792901376.00, 80, 72, 7.7376
2792901376.00, 80, 80, 7.6289
2792901376.00, 80, 88, 7.5731
2792901376.00, 80, 96, 7.4887
2792901376.00, 80, 104, 7.4674
2792901376.00, 80, 112, 7.4089
2792901376.00, 80, 120, 7.3544
2792901376.00, 80, 128, 7.3246
2792901376.00, 88, 0, 71.6076
2792901376.00, 88, 8, 15.0338
2792901376.00, 88, 16, 10.8748
2792901376.00, 88, 24, 9.5241
2792901376.00, 88, 32, 8.8619
2792901376.00, 88, 40, 8.4398
2792901376.00, 88, 48, 8.1625
2792901376.00, 88, 56, 7.9702
