1,1,1.5210,0.0079
1,4,1.5233,0.0075
1,8,2.2380,0.0010
1,12,5.8550,0.0138
1,16,2.1358,0.0109
1,20,5.2425,0.2120
1,24,4.7981,0.3815
1,28,6.0481,0.1569
1,32,2.1201,0.0059
1,36,5.6272,0.0194
1,40,6.3404,0.0309
1,44,6.0256,0.0996
1,48,8.0020,0.1963
1,52,9.8312,0.1806
1,56,11.7248,0.0325
1,60,14.4729,0.1071
1,64,2.0831,0.0022
4,1,0.1135,0.0007
4,4,0.1265,0.0031
4,8,0.9503,0.0000
4,12,4.0186,0.0013
4,16,0.7015,0.0007
4,20,3.1034,0.1833
4,24,3.9681,0.0004
4,28,3.8557,0.1183
4,32,0.7179,0.0007
4,36,3.5917,0.1699
4,40,4.4572,0.1682
4,44,5.3765,0.0838
4,48,6.3505,0.0072
4,52,8.3879,0.0104
4,56,9.0569,0.0059
4,60,12.8282,0.0716
4,64,0.7078,0.0003
8,1,0.3339,0.0000
8,4,0.3288,0.0000
8,8,1.0928,0.0001
8,12,5.0873,0.6194
8,16,1.1346,0.0691
8,20,3.1974,0.1166
8,24,4.0872,0.0012
8,28,3.8679,0.1088
8,32,0.8909,0.0001
8,36,3.1287,0.0119
8,40,4.9726,0.0535
8,44,5.6012,0.5129
8,48,7.2102,0.4529
8,52,8.7097,0.2624
8,56,9.9365,0.0026
8,60,12.6874,0.2049
8,64,0.9502,0.0001
12,1,0.2669,0.0008
12,4,0.2350,0.0015
12,8,1.0977,0.0007
12,12,3.1772,0.0859
12,16,0.8713,0.0008
12,20,4.1018,0.2112
12,24,3.4678,0.0099
12,28,4.5384,0.0081
12,32,0.8505,0.0009
12,36,4.1178,0.0071
12,40,4.4999,0.2064
12,44,4.6109,0.1027
12,48,6.2053,0.0291
12,52,8.1434,0.0061
12,56,8.7232,0.1199
12,60,11.3905,0.0389
12,64,0.8587,0.0014
16,1,0.1082,0.0001
16,4,0.1089,0.0000
16,8,0.9137,0.0000
16,12,2.9072,0.0067
16,16,0.6803,0.0003
16,20,4.1997,0.0055
16,24,3.8964,0.0036
16,28,4.4847,0.0055
16,32,0.6976,0.0004
16,36,3.0205,0.0003
16,40,4.6019,0.0046
16,44,5.3571,0.0039
16,48,7.1712,0.0027
16,52,8.7071,0.0160
16,56,9.7273,0.0064
16,60,13.2110,0.0036
16,64,0.7380,0.0001
20,1,1.1196,0.0044
20,4,1.1059,0.0021
20,8,2.1647,0.0001
20,12,5.3777,0.0017
20,16,1.6777,0.0035
20,20,4.2851,0.5629
20,24,5.2579,0.0011
20,28,5.5156,0.0034
20,32,1.6987,0.0018
20,36,4.3997,0.4701
20,40,5.3221,0.0037
20,44,6.0608,0.0069
20,48,8.1231,0.0429
20,52,9.0600,0.0141
20,56,11.9632,0.0132
20,60,12.1754,0.0400
20,64,2.0190,0.0005
24,1,1.1631,0.0320
24,4,1.2209,0.0014
24,8,1.9284,0.0231
24,12,4.4483,0.0022
24,16,1.7916,0.0005
24,20,5.0802,0.0037
24,24,5.2020,0.0045
24,28,5.7051,0.0118
24,32,1.5847,0.0012
24,36,4.6964,0.0036
24,40,5.3982,0.0089
24,44,6.2887,0.0022
24,48,7.3815,0.0030
24,52,8.6506,0.0255
24,56,10.4346,0.0049
24,60,12.2868,0.0105
24,64,1.8053,0.0001
28,1,2.0098,0.0075
28,4,1.8104,0.0023
28,8,2.7104,0.0016
28,12,4.4431,0.0149
28,16,2.2875,0.0444
28,20,4.4713,0.0111
28,24,4.3985,0.0014
28,28,5.3088,0.0178
28,32,2.5642,0.0042
28,36,6.0284,0.0088
28,40,6.4917,0.0162
28,44,6.2573,0.0072
28,48,8.4207,0.0077
28,52,9.4649,0.0189
28,56,10.4355,0.4997
28,60,12.1650,0.4330
28,64,2.3747,0.0007
32,1,0.0921,0.0000
32,4,0.0978,0.0001
32,8,0.8907,0.0007
32,12,4.0348,0.0049
32,16,0.6762,0.0002
32,20,3.9715,0.0284
32,24,2.7638,0.0006
32,28,4.6052,0.0003
32,32,0.6691,0.0009
32,36,4.0402,0.0138
32,40,3.8734,0.0004
32,44,4.7409,0.0033
32,48,6.3246,0.0020
32,52,6.3971,0.0013
32,56,9.0042,0.0004
32,60,10.5797,0.0174
32,64,0.6844,0.0011
36,1,1.0681,0.0322
36,4,1.2716,0.0007
36,8,1.9546,0.0045
36,12,3.7533,0.0095
36,16,1.8980,0.0010
36,20,5.1481,0.0044
36,24,5.0744,0.0660
36,28,5.8392,0.0162
36,32,1.6816,0.0229
36,36,4.0067,0.0037
36,40,4.3599,0.0071
36,44,5.0069,0.0143
36,48,6.1199,0.0100
36,52,8.0621,0.5179
36,56,10.0662,0.0237
36,60,11.3254,0.1253
36,64,1.8929,0.0132
40,1,1.6195,0.0554
40,4,1.9156,0.0096
40,8,2.5386,0.0275
40,12,4.7892,0.1521
40,16,2.3619,0.0201
40,20,4.4516,0.0399
40,24,4.7397,0.3256
40,28,5.1649,0.0773
40,32,2.3065,0.0074
40,36,4.9041,0.3912
40,40,5.7458,0.1208
40,44,5.9853,0.1027
40,48,7.4898,0.2166
40,52,8.3674,0.2392
40,56,10.1536,0.0352
40,60,11.5731,0.0834
40,64,2.4726,0.0044
44,1,2.6525,0.0181
44,4,2.7401,0.0091
44,8,3.3793,0.0429
44,12,6.4428,0.1108
44,16,3.1545,0.0263
44,20,6.7045,0.3319
44,24,6.4521,0.2490
44,28,6.9083,0.1216
44,32,3.1369,0.0882
44,36,6.1931,0.4059
44,40,6.0152,0.1590
44,44,7.8245,0.4658
44,48,9.7017,0.1074
44,52,9.6794,0.0212
44,56,12.9133,0.2610
44,60,13.3235,0.0454
44,64,3.1656,0.0108
48,1,4.0271,0.0459
48,4,4.0363,0.0204
48,8,4.6217,0.0673
48,12,7.9404,0.3225
48,16,4.6335,0.0284
48,20,7.6479,0.1484
48,24,7.3970,0.0971
48,28,7.5342,0.2597
48,32,4.5072,0.0169
48,36,6.9962,0.1817
48,40,7.4455,0.3112
48,44,8.0146,0.1694
48,48,9.3685,0.2168
48,52,10.7424,0.0557
48,56,12.5400,0.2887
48,60,14.2034,0.1735
48,64,4.4703,0.0150
52,1,5.4815,0.0224
52,4,5.3671,0.0275
52,8,6.2302,0.0106
52,12,10.2785,0.0503
52,16,5.9853,0.0085
52,20,10.2358,0.0490
52,24,9.9491,0.0524
52,28,10.7370,0.0132
52,32,5.9729,0.0483
52,36,8.8311,0.6551
52,40,9.9160,0.0035
52,44,10.4595,0.0053
52,48,12.5501,0.0263
52,52,12.7225,0.0723
52,56,15.1870,0.4142
52,60,15.5791,0.1741
52,64,5.9160,0.0038
56,1,7.1151,0.0148
56,4,7.3786,0.0110
56,8,8.1688,0.0576
56,12,12.0272,0.0308
56,16,7.9671,0.0474
56,20,11.3909,0.2347
56,24,11.4073,0.2237
56,28,12.8402,0.0474
56,32,7.9598,0.0262
56,36,11.0731,0.1407
56,40,11.4345,0.1448
56,44,12.5897,0.1665
56,48,13.9115,0.2199
56,52,15.4173,0.2433
56,56,17.7190,0.0671
56,60,19.5905,0.4866
56,64,7.7209,0.0311
60,1,9.4096,0.0192
60,4,9.3665,0.0027
60,8,9.9852,0.0106
60,12,14.5305,0.0745
60,16,9.9709,0.0390
60,20,14.4258,0.1272
60,24,13.2983,0.0996
60,28,15.1484,0.3536
60,32,9.9854,0.0387
60,36,12.7312,0.3778
60,40,12.5771,0.0106
60,44,14.0199,0.5393
60,48,15.5791,0.6699
60,52,16.3405,0.4021
60,56,17.8005,0.3648
60,60,19.4142,0.0300
60,64,9.8306,0.0288
64,1,0.1252,0.0022
64,4,0.1316,0.0012
64,8,0.8962,0.0001
64,12,4.3548,0.1397
64,16,0.6965,0.0012
64,20,3.9554,0.1165
64,24,3.8958,0.0611
64,28,4.1401,0.2922
64,32,0.7406,0.0030
64,36,3.7454,0.3382
64,40,4.4063,0.0330
64,44,5.3192,0.0904
64,48,6.0244,0.0266
64,52,8.6125,0.2730
64,56,8.8840,0.1667
64,60,13.2711,0.1708
64,64,0.7309,0.0042
