time,droplet,gridsearch,random,ga,xgb,ansor,
100,258.8357,112.2493,97.8163,100.4619,82.8561,56.5815,
500,175.3386,94.3240,78.6601,77.7282,77.7565,63.0745,
1000,125.2316,91.2190,79.7948,70.4373,78.9038,99.8027,
2500,88.9837,82.8942,72.2065,69.6411,76.7260,70.3346,
5000,84.7072,85.7689,62.7387,82.0071,76.3380,66.5355,
10000,82.6474,77.3944,63.4816,79.4332,77.5228,57.5888,
