time,droplet,gridsearch,random,ga,xgb,ansor,
100,4658.2229,3735.8942,2976.4264,2951.3460,
500,3034.1397,2912.4053,2662.3909,2688.0421,
1000,2925.7326,2823.3779,2575.4651,2543.2732,
2500,2449.8918,2643.8250,2463.5874,2448.2529,
