
6111
10000
10000
10000
10000
10048
----------

9552
9990
9990
9990
9990
10028
----------

7395
9994
9994
9994
9994
10048
----------

9141
9984
9984
9984
9984
10044
----------

9912
10000
10000
10000
10000
10050
----------

