sum,A,B,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
139950080.00, 0, 0, 3.924630, 0.006113
139950080.00, 0, 8, 3.918640, 0.001285
139950080.00, 0, 16, 3.919813, 0.005279
139950080.00, 0, 24, 3.926828, 0.016895
139950080.00, 0, 32, 3.943681, 0.023410
139950080.00, 0, 40, 3.917847, 0.001393
139950080.00, 0, 48, 3.923003, 0.007431
139950080.00, 0, 56, 3.945346, 0.019986
139950080.00, 0, 64, 3.931957, 0.010057
139950080.00, 0, 72, 3.931571, 0.013677
139950080.00, 0, 80, 3.919960, 0.000812
139950080.00, 0, 88, 3.918394, 0.001285
139950080.00, 0, 96, 3.918312, 0.001027
139950080.00, 0, 104, 3.918733, 0.001326
139950080.00, 0, 112, 3.917923, 0.000751
139950080.00, 0, 120, 3.918068, 0.001247
139950080.00, 0, 128, 3.922555, 0.004207
139950080.00, 8, 0, 3.940773, 0.002744
139950080.00, 8, 8, 1.682715, 0.011344
139950080.00, 8, 16, 1.622346, 0.000845
139950080.00, 8, 24, 1.600138, 0.002318
139950080.00, 8, 32, 1.412629, 0.049097
139950080.00, 8, 40, 1.380520, 0.000981
139950080.00, 8, 48, 1.380018, 0.000723
139950080.00, 8, 56, 1.377504, 0.000417
139950080.00, 8, 64, 1.379691, 0.001611
139950080.00, 8, 72, 1.387196, 0.001728
139950080.00, 8, 80, 1.387098, 0.001300
139950080.00, 8, 88, 1.384247, 0.000349
139950080.00, 8, 96, 1.373792, 0.001249
139950080.00, 8, 104, 1.371070, 0.000838
139950080.00, 8, 112, 1.366778, 0.000769
139950080.00, 8, 120, 1.364037, 0.000911
139950080.00, 8, 128, 1.362535, 0.000126
139950080.00, 16, 0, 3.936111, 0.013382
139950080.00, 16, 8, 1.788314, 0.004016
139950080.00, 16, 16, 1.759778, 0.000727
139950080.00, 16, 24, 1.745672, 0.002658
139950080.00, 16, 32, 1.734642, 0.004591
139950080.00, 16, 40, 1.618726, 0.000228
139950080.00, 16, 48, 1.614919, 0.000264
139950080.00, 16, 56, 1.612818, 0.000261
139950080.00, 16, 64, 1.611098, 0.000145
139950080.00, 16, 72, 1.608526, 0.000153
139950080.00, 16, 80, 1.607385, 0.000144
139950080.00, 16, 88, 1.607671, 0.000275
139950080.00, 16, 96, 1.602646, 0.000199
139950080.00, 16, 104, 1.597181, 0.000192
139950080.00, 16, 112, 1.593182, 0.000305
139950080.00, 16, 120, 1.590922, 0.000427
139950080.00, 16, 128, 1.589153, 0.000172
139950080.00, 24, 0, 3.928073, 0.010628
139950080.00, 24, 8, 1.755253, 0.003602
139950080.00, 24, 16, 1.710957, 0.003696
139950080.00, 24, 24, 1.696777, 0.001757
139950080.00, 24, 32, 1.676179, 0.008361
139950080.00, 24, 40, 1.582051, 0.000192
139950080.00, 24, 48, 1.578919, 0.000613
139950080.00, 24, 56, 1.577507, 0.000177
139950080.00, 24, 64, 1.574074, 0.000357
139950080.00, 24, 72, 1.573051, 0.000162
139950080.00, 24, 80, 1.571879, 0.000238
139950080.00, 24, 88, 1.570633, 0.000107
139950080.00, 24, 96, 1.570656, 0.000211
139950080.00, 24, 104, 1.569738, 0.000153
139950080.00, 24, 112, 1.570024, 0.000209
139950080.00, 24, 120, 1.569828, 0.000389
139950080.00, 24, 128, 1.571005, 0.000130
139950080.00, 32, 0, 3.927825, 0.006920
139950080.00, 32, 8, 3.248406, 0.002805
139950080.00, 32, 16, 3.231341, 0.001107
139950080.00, 32, 24, 3.218341, 0.001380
139950080.00, 32, 32, 3.207273, 0.009834
139950080.00, 32, 40, 3.118651, 0.000169
139950080.00, 32, 48, 3.115590, 0.000153
139950080.00, 32, 56, 3.113953, 0.000117
139950080.00, 32, 64, 3.111495, 0.000192
139950080.00, 32, 72, 3.110637, 0.000297
139950080.00, 32, 80, 3.109262, 0.000184
139950080.00, 32, 88, 3.107700, 0.000144
139950080.00, 32, 96, 3.107591, 0.000221
139950080.00, 32, 104, 3.106595, 0.000159
139950080.00, 32, 112, 3.106615, 0.000061
139950080.00, 32, 120, 3.105335, 0.000132
139950080.00, 32, 128, 3.104944, 0.000187
139950080.00, 40, 0, 3.899190, 0.009830
139950080.00, 40, 8, 3.315994, 0.001520
139950080.00, 40, 16, 3.294689, 0.000975
139950080.00, 40, 24, 3.287361, 0.000713
139950080.00, 40, 32, 3.280921, 0.004790
139950080.00, 40, 40, 3.197542, 0.000068
139950080.00, 40, 48, 3.195652, 0.000181
139950080.00, 40, 56, 3.195017, 0.000143
139950080.00, 40, 64, 3.193597, 0.000196
139950080.00, 40, 72, 3.193193, 0.000052
139950080.00, 40, 80, 3.192374, 0.000127
139950080.00, 40, 88, 3.191786, 0.000181
139950080.00, 40, 96, 3.191858, 0.000193
139950080.00, 40, 104, 3.191102, 0.000153
139950080.00, 40, 112, 3.191378, 0.000112
139950080.00, 40, 120, 3.190530, 0.000191
