sum,A,B,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
139950080.00, 40, 128, 3.190571, 0.000129
139950080.00, 48, 0, 3.906318, 0.004991
139950080.00, 48, 8, 3.328793, 0.001700
139950080.00, 48, 16, 3.307684, 0.000552
139950080.00, 48, 24, 3.300413, 0.001919
139950080.00, 48, 32, 3.297140, 0.001986
139950080.00, 48, 40, 3.221097, 0.000109
139950080.00, 48, 48, 3.219930, 0.000136
139950080.00, 48, 56, 3.219480, 0.000169
139950080.00, 48, 64, 3.218441, 0.000168
139950080.00, 48, 72, 3.218257, 0.000167
139950080.00, 48, 80, 3.217755, 0.000146
139950080.00, 48, 88, 3.217262, 0.000178
139950080.00, 48, 96, 3.217549, 0.000344
139950080.00, 48, 104, 3.216837, 0.000145
139950080.00, 48, 112, 3.217138, 0.000182
139950080.00, 48, 120, 3.216439, 0.000208
139950080.00, 48, 128, 3.216521, 0.000134
139950080.00, 56, 0, 3.935727, 0.011735
139950080.00, 56, 8, 3.336758, 0.001516
139950080.00, 56, 16, 3.321394, 0.000432
139950080.00, 56, 24, 3.314835, 0.001454
139950080.00, 56, 32, 3.310273, 0.002536
139950080.00, 56, 40, 3.243057, 0.000121
139950080.00, 56, 48, 3.242167, 0.000106
139950080.00, 56, 56, 3.241533, 0.000150
139950080.00, 56, 64, 3.240807, 0.000235
139950080.00, 56, 72, 3.240479, 0.000135
139950080.00, 56, 80, 3.240180, 0.000201
139950080.00, 56, 88, 3.239635, 0.000169
139950080.00, 56, 96, 3.240169, 0.000250
139950080.00, 56, 104, 3.239247, 0.000217
139950080.00, 56, 112, 3.239628, 0.000202
139950080.00, 56, 120, 3.238753, 0.000198
139950080.00, 56, 128, 3.238906, 0.000177
139950080.00, 64, 0, 3.944885, 0.018946
139950080.00, 64, 8, 3.339762, 0.001628
139950080.00, 64, 16, 3.324635, 0.000757
139950080.00, 64, 24, 3.320197, 0.000674
139950080.00, 64, 32, 3.314688, 0.002549
139950080.00, 64, 40, 3.253697, 0.000370
139950080.00, 64, 48, 3.252855, 0.000520
139950080.00, 64, 56, 3.252328, 0.000228
139950080.00, 64, 64, 3.251400, 0.000287
139950080.00, 64, 72, 3.251472, 0.000184
139950080.00, 64, 80, 3.250914, 0.000120
139950080.00, 64, 88, 3.250531, 0.000195
139950080.00, 64, 96, 3.250830, 0.000307
139950080.00, 64, 104, 3.249749, 0.000144
139950080.00, 64, 112, 3.249910, 0.000265
139950080.00, 64, 120, 3.248980, 0.000288
139950080.00, 64, 128, 3.248837, 0.000231
139950080.00, 72, 0, 3.927408, 0.007689
139950080.00, 72, 8, 3.351653, 0.000535
139950080.00, 72, 16, 3.340259, 0.000324
139950080.00, 72, 24, 3.335953, 0.001334
139950080.00, 72, 32, 3.330371, 0.002642
139950080.00, 72, 40, 3.275133, 0.000137
139950080.00, 72, 48, 3.274096, 0.000149
139950080.00, 72, 56, 3.273444, 0.000167
139950080.00, 72, 64, 3.272654, 0.000165
139950080.00, 72, 72, 3.272359, 0.000182
139950080.00, 72, 80, 3.272355, 0.000158
139950080.00, 72, 88, 3.271695, 0.000267
139950080.00, 72, 96, 3.271986, 0.000163
139950080.00, 72, 104, 3.271220, 0.000122
139950080.00, 72, 112, 3.271391, 0.000098
139950080.00, 72, 120, 3.270700, 0.000110
139950080.00, 72, 128, 3.270945, 0.000209
139950080.00, 80, 0, 3.926047, 0.008200
139950080.00, 80, 8, 3.365532, 0.000580
139950080.00, 80, 16, 3.354697, 0.000566
139950080.00, 80, 24, 3.349528, 0.000676
139950080.00, 80, 32, 3.345019, 0.000477
139950080.00, 80, 40, 3.292631, 0.000105
139950080.00, 80, 48, 3.291665, 0.000125
139950080.00, 80, 56, 3.290990, 0.000119
139950080.00, 80, 64, 3.290113, 0.000181
139950080.00, 80, 72, 3.290232, 0.000291
139950080.00, 80, 80, 3.289666, 0.000172
139950080.00, 80, 88, 3.289326, 0.000216
139950080.00, 80, 96, 3.289206, 0.000239
139950080.00, 80, 104, 3.288516, 0.000358
139950080.00, 80, 112, 3.288720, 0.000171
139950080.00, 80, 120, 3.288043, 0.000174
139950080.00, 80, 128, 3.288116, 0.000128
139950080.00, 88, 0, 3.929584, 0.000820
139950080.00, 88, 8, 3.385013, 0.000336
139950080.00, 88, 16, 3.376282, 0.000764
139950080.00, 88, 24, 3.368808, 0.000916
139950080.00, 88, 32, 3.364123, 0.002031
139950080.00, 88, 40, 3.313539, 0.000175
139950080.00, 88, 48, 3.311632, 0.000241
139950080.00, 88, 56, 3.310994, 0.000328
139950080.00, 88, 64, 3.309667, 0.000227
139950080.00, 88, 72, 3.309835, 0.000090
139950080.00, 88, 80, 3.309198, 0.000250
139950080.00, 88, 88, 3.308688, 0.000185
139950080.00, 88, 96, 3.308627, 0.000220
139950080.00, 88, 104, 3.308014, 0.000211
139950080.00, 88, 112, 3.308020, 0.000173
139950080.00, 88, 120, 3.307769, 0.000320
139950080.00, 88, 128, 3.307653, 0.000180
139950080.00, 96, 0, 3.922887, 0.003245
139950080.00, 96, 8, 3.386991, 0.000847
139950080.00, 96, 16, 3.378319, 0.000715
139950080.00, 96, 24, 3.371588, 0.001507
139950080.00, 96, 32, 3.372141, 0.001942
139950080.00, 96, 40, 3.321530, 0.000134
139950080.00, 96, 48, 3.320201, 0.000161
139950080.00, 96, 56, 3.319770, 0.000239
139950080.00, 96, 64, 3.319521, 0.000249
139950080.00, 96, 72, 3.319174, 0.000365
139950080.00, 96, 80, 3.319078, 0.000167
139950080.00, 96, 88, 3.318384, 0.000283
139950080.00, 96, 96, 3.318441, 0.000241
139950080.00, 96, 104, 3.317900, 0.000288
139950080.00, 96, 112, 3.318591, 0.000193
139950080.00, 96, 120, 3.317547, 0.000153
139950080.00, 96, 128, 3.317794, 0.000185
139950080.00, 104, 0, 3.919858, 0.001406
139950080.00, 104, 8, 3.403205, 0.000406
139950080.00, 104, 16, 3.393179, 0.000310
139950080.00, 104, 24, 3.386802, 0.000429
139950080.00, 104, 32, 3.388387, 0.001415
139950080.00, 104, 40, 3.338792, 0.000309
139950080.00, 104, 48, 3.337538, 0.000139
139950080.00, 104, 56, 3.336601, 0.000315
139950080.00, 104, 64, 3.335936, 0.000297
139950080.00, 104, 72, 3.335549, 0.000124
139950080.00, 104, 80, 3.335102, 0.000117
139950080.00, 104, 88, 3.334385, 0.000290
139950080.00, 104, 96, 3.334670, 0.000200
139950080.00, 104, 104, 3.333769, 0.000216
139950080.00, 104, 112, 3.334199, 0.000139
139950080.00, 104, 120, 3.333084, 0.000179
139950080.00, 104, 128, 3.333448, 0.000213
139950080.00, 112, 0, 3.907003, 0.011558
139950080.00, 112, 8, 3.412649, 0.000379
139950080.00, 112, 16, 3.401500, 0.000186
139950080.00, 112, 24, 3.395933, 0.000916
139950080.00, 112, 32, 3.397500, 0.001880
139950080.00, 112, 40, 3.353148, 0.000236
139950080.00, 112, 48, 3.352407, 0.000145
139950080.00, 112, 56, 3.352463, 0.000950
139950080.00, 112, 64, 3.351164, 0.000199
139950080.00, 112, 72, 3.350620, 0.000165
139950080.00, 112, 80, 3.350031, 0.000095
139950080.00, 112, 88, 3.349318, 0.000266
139950080.00, 112, 96, 3.349169, 0.000249
139950080.00, 112, 104, 3.348018, 0.000167
139950080.00, 112, 112, 3.348520, 0.000100
139950080.00, 112, 120, 3.347639, 0.000025
139950080.00, 112, 128, 3.347937, 0.000066
139950080.00, 120, 0, 3.922222, 0.003654
139950080.00, 120, 8, 3.419128, 0.000670
139950080.00, 120, 16, 3.407525, 0.000551
139950080.00, 120, 24, 3.408881, 0.000602
139950080.00, 120, 32, 3.402719, 0.000967
139950080.00, 120, 40, 3.357277, 0.000384
139950080.00, 120, 48, 3.355870, 0.000231
139950080.00, 120, 56, 3.355668, 0.000224
139950080.00, 120, 64, 3.354755, 0.000106
139950080.00, 120, 72, 3.354377, 0.000207
139950080.00, 120, 80, 3.353839, 0.000201
139950080.00, 120, 88, 3.353061, 0.000268
139950080.00, 120, 96, 3.353481, 0.000188
139950080.00, 120, 104, 3.352752, 0.000157
139950080.00, 120, 112, 3.352940, 0.000259
139950080.00, 120, 120, 3.352072, 0.000228
139950080.00, 120, 128, 3.352192, 0.000111
139950080.00, 128, 0, 3.920259, 0.003451
139950080.00, 128, 8, 3.421246, 0.000759
139950080.00, 128, 16, 3.408452, 0.000301
139950080.00, 128, 24, 3.409365, 0.001150
139950080.00, 128, 32, 3.403549, 0.000634
139950080.00, 128, 40, 3.361968, 0.000171
139950080.00, 128, 48, 3.360770, 0.000157
139950080.00, 128, 56, 3.360640, 0.000214
139950080.00, 128, 64, 3.359627, 0.000204
139950080.00, 128, 72, 3.359246, 0.000171
139950080.00, 128, 80, 3.358664, 0.000204
139950080.00, 128, 88, 3.358098, 0.000119
139950080.00, 128, 96, 3.358281, 0.000171
139950080.00, 128, 104, 3.357489, 0.000177
139950080.00, 128, 112, 3.357747, 0.000148
139950080.00, 128, 120, 3.356919, 0.000225
139950080.00, 128, 128, 3.356994, 0.000194
