1,1,0.1967,0.0002
1,2,0.1966,0.0000
1,4,0.1951,0.0000
1,6,0.4193,0.0003
1,8,0.2940,0.0007
1,10,0.4974,0.0002
1,12,0.4689,0.0000
1,14,0.5859,0.0005
1,16,0.3922,0.0001
1,18,0.5776,0.0000
1,20,0.6813,0.0004
1,22,0.8063,0.0001
1,24,1.1706,0.0001
1,26,1.6052,0.0003
1,28,2.4340,0.0005
1,30,3.6799,0.0064
1,32,2.5520,0.0001
2,1,0.0346,0.0000
2,2,0.0325,0.0000
2,4,0.0323,0.0000
2,6,0.2553,0.0003
2,8,0.1295,0.0008
2,10,0.3323,0.0006
2,12,0.3076,0.0000
2,14,0.4220,0.0004
2,16,0.2309,0.0001
2,18,0.4147,0.0001
2,20,0.5185,0.0003
2,22,0.6465,0.0003
2,24,1.0103,0.0002
2,26,1.4418,0.0005
2,28,2.2760,0.0020
2,30,3.5160,0.0068
2,32,2.3925,0.0004
4,1,0.0091,0.0000
4,2,0.0070,0.0000
4,4,0.0068,0.0000
4,6,0.2294,0.0004
4,8,0.1050,0.0006
4,10,0.3087,0.0003
4,12,0.2817,0.0000
4,14,0.3981,0.0003
4,16,0.2055,0.0001
4,18,0.3896,0.0001
4,20,0.4935,0.0000
4,22,0.6196,0.0005
4,24,0.9844,0.0007
4,26,1.4152,0.0003
4,28,2.2442,0.0014
4,30,3.4826,0.0056
4,32,2.3662,0.0004
6,1,0.0250,0.0000
6,2,0.0229,0.0001
6,4,0.0227,0.0000
6,6,0.2458,0.0001
6,8,0.1207,0.0004
6,10,0.3220,0.0002
6,12,0.2985,0.0001
6,14,0.4145,0.0007
6,16,0.2215,0.0000
6,18,0.4051,0.0001
6,20,0.5103,0.0001
6,22,0.6370,0.0004
6,24,1.0004,0.0002
6,26,1.4326,0.0002
6,28,2.2622,0.0023
6,30,3.5052,0.0061
6,32,2.3801,0.0005
8,1,0.0045,0.0000
8,2,0.0024,0.0000
8,4,0.0022,0.0000
8,6,0.2258,0.0002
8,8,0.1017,0.0000
8,10,0.3045,0.0002
8,12,0.2772,0.0000
8,14,0.3938,0.0003
8,16,0.2009,0.0000
8,18,0.3845,0.0000
8,20,0.4891,0.0001
8,22,0.6150,0.0005
8,24,0.9798,0.0001
8,26,1.4124,0.0003
8,28,2.2430,0.0025
8,30,3.4926,0.0005
8,32,2.3618,0.0003
10,1,0.0244,0.0027
10,2,0.0199,0.0018
10,4,0.0204,0.0023
10,6,0.2419,0.0004
10,8,0.1159,0.0019
10,10,0.3182,0.0003
10,12,0.2936,0.0000
10,14,0.4075,0.0006
10,16,0.2169,0.0001
10,18,0.4007,0.0000
10,20,0.5046,0.0002
10,22,0.6319,0.0001
10,24,0.9962,0.0001
10,26,1.4272,0.0005
10,28,2.2601,0.0016
10,30,3.5101,0.0060
10,32,2.3781,0.0002
12,1,0.0684,0.0000
12,2,0.0661,0.0000
12,4,0.0659,0.0000
12,6,0.2896,0.0005
12,8,0.1609,0.0000
12,10,0.3679,0.0004
12,12,0.3409,0.0000
12,14,0.4570,0.0009
12,16,0.2649,0.0001
12,18,0.4492,0.0000
12,20,0.5527,0.0001
12,22,0.6790,0.0005
12,24,1.0433,0.0000
12,26,1.4741,0.0004
12,28,2.3032,0.0002
12,30,3.5508,0.0077
12,32,2.4256,0.0003
14,1,0.0758,0.0000
14,2,0.0736,0.0000
14,4,0.0734,0.0000
14,6,0.2965,0.0003
14,8,0.1728,0.0002
14,10,0.3730,0.0002
14,12,0.3493,0.0000
14,14,0.4650,0.0002
14,16,0.2724,0.0000
14,18,0.4561,0.0001
14,20,0.5608,0.0002
14,22,0.6873,0.0002
14,24,1.0510,0.0001
14,26,1.4838,0.0002
14,28,2.3128,0.0021
14,30,3.5629,0.0035
14,32,2.4296,0.0003
16,1,0.0171,0.0002
16,2,0.0150,0.0001
16,4,0.0145,0.0001
16,6,0.2375,0.0004
16,8,0.1133,0.0004
16,10,0.3169,0.0000
16,12,0.2895,0.0001
16,14,0.4059,0.0008
16,16,0.2133,0.0002
16,18,0.3969,0.0002
16,20,0.5018,0.0003
16,22,0.6276,0.0005
16,24,0.9916,0.0003
16,26,1.4247,0.0002
16,28,2.2517,0.0026
16,30,3.4957,0.0084
16,32,2.3734,0.0007
18,1,0.0735,0.0001
18,2,0.0715,0.0001
18,4,0.0712,0.0000
18,6,0.2947,0.0004
18,8,0.1682,0.0007
18,10,0.3711,0.0004
18,12,0.3465,0.0000
18,14,0.4609,0.0007
18,16,0.2700,0.0000
18,18,0.4536,0.0000
18,20,0.5573,0.0002
18,22,0.6851,0.0004
18,24,1.0493,0.0003
18,26,1.4808,0.0003
18,28,2.3148,0.0018
18,30,3.5598,0.0020
18,32,2.4313,0.0001
20,1,0.0673,0.0001
20,2,0.0651,0.0001
20,4,0.0649,0.0000
20,6,0.2873,0.0003
20,8,0.1619,0.0005
20,10,0.3667,0.0002
20,12,0.3411,0.0019
20,14,0.4569,0.0004
20,16,0.2636,0.0001
20,18,0.4478,0.0001
20,20,0.5515,0.0001
20,22,0.6774,0.0002
20,24,1.0419,0.0001
20,26,1.4725,0.0002
20,28,2.3036,0.0020
20,30,3.5424,0.0025
20,32,2.4238,0.0003
22,1,0.0783,0.0001
22,2,0.0762,0.0001
22,4,0.0761,0.0001
22,6,0.2990,0.0006
22,8,0.1753,0.0000
22,10,0.3752,0.0003
22,12,0.3518,0.0000
22,14,0.4678,0.0004
22,16,0.2748,0.0001
22,18,0.4588,0.0000
22,20,0.5631,0.0001
22,22,0.6895,0.0005
22,24,1.0534,0.0000
22,26,1.4863,0.0003
22,28,2.3171,0.0025
22,30,3.5596,0.0056
22,32,2.4320,0.0003
24,1,0.1030,0.0000
24,2,0.1009,0.0000
24,4,0.1008,0.0000
24,6,0.3237,0.0003
24,8,0.2002,0.0000
24,10,0.4030,0.0001
24,12,0.3758,0.0001
24,14,0.4932,0.0008
24,16,0.2994,0.0001
24,18,0.4828,0.0000
24,20,0.5879,0.0001
24,22,0.7135,0.0004
24,24,1.0780,0.0001
24,26,1.5108,0.0004
24,28,2.3365,0.0005
24,30,3.5832,0.0059
24,32,2.4597,0.0002
26,1,0.1427,0.0001
26,2,0.1408,0.0000
26,4,0.1408,0.0001
26,6,0.3629,0.0002
26,8,0.2354,0.0001
26,10,0.4406,0.0004
26,12,0.4159,0.0001
26,14,0.5308,0.0000
26,16,0.3390,0.0001
26,18,0.5230,0.0001
26,20,0.6269,0.0001
26,22,0.7542,0.0001
26,24,1.1185,0.0003
26,26,1.5495,0.0002
26,28,2.3800,0.0020
26,30,3.6340,0.0010
26,32,2.4995,0.0002
28,1,0.2056,0.0000
28,2,0.2031,0.0000
28,4,0.2029,0.0001
28,6,0.4262,0.0005
28,8,0.3028,0.0001
28,10,0.5050,0.0002
28,12,0.4777,0.0000
28,14,0.5947,0.0009
28,16,0.4021,0.0000
28,18,0.5859,0.0001
28,20,0.6895,0.0001
28,22,0.8162,0.0004
28,24,1.1805,0.0003
28,26,1.6108,0.0002
28,28,2.4432,0.0028
28,30,3.6845,0.0037
28,32,2.5622,0.0002
30,1,0.2899,0.0002
30,2,0.2879,0.0001
30,4,0.2879,0.0002
30,6,0.5113,0.0008
30,8,0.3871,0.0001
30,10,0.5875,0.0004
30,12,0.5636,0.0002
30,14,0.6797,0.0005
30,16,0.4865,0.0002
30,18,0.6703,0.0002
30,20,0.7748,0.0001
30,22,0.9020,0.0003
30,24,1.2652,0.0001
30,26,1.6973,0.0002
30,28,2.5255,0.0012
30,30,3.7723,0.0016
30,32,2.6441,0.0002
32,1,0.1230,0.0000
32,2,0.1209,0.0000
32,4,0.1207,0.0000
32,6,0.3436,0.0002
32,8,0.2201,0.0000
32,10,0.4232,0.0001
32,12,0.3957,0.0001
32,14,0.5129,0.0004
32,16,0.3193,0.0000
32,18,0.5030,0.0001
32,20,0.6079,0.0001
32,22,0.7336,0.0003
32,24,1.0979,0.0001
32,26,1.5307,0.0002
32,28,2.3598,0.0016
32,30,3.6034,0.0034
32,32,2.4794,0.0002
