0, 0, 15.2876, 15.2848, 15.2843, 15.2892, 15.2896, 15.3007, 15.2999, 15.2900, 15.2860, 15.2772
0, 8, 15.2889, 15.3033, 15.3013, 15.2992, 15.2894, 15.2740, 15.2798, 15.2882, 15.2880, 15.2873
0, 16, 15.2853, 15.2876, 15.2879, 15.2874, 15.2885, 15.2881, 15.2816, 15.2870, 15.2869, 15.2865
0, 24, 15.2864, 15.2858, 15.2863, 15.2790, 15.2862, 15.2819, 15.2859, 15.2853, 15.2808, 15.2803
0, 32, 15.2842, 15.2836, 15.2839, 15.2668, 15.2761, 15.2842, 15.2858, 15.2862, 15.2859, 15.2863
0, 40, 15.2861, 15.2869, 15.2861, 15.2855, 15.2859, 15.2863, 15.2862, 15.2854, 15.2857, 15.2860
0, 48, 15.2861, 15.2860, 15.2806, 15.2865, 15.2858, 15.2718, 15.2863, 15.2858, 15.2859, 15.2859
0, 56, 15.2855, 15.2868, 15.2857, 15.2860, 15.2857, 15.2865, 15.2857, 15.2854, 15.2855, 15.2863
0, 64, 15.2830, 15.2854, 15.2867, 15.2857, 15.2841, 15.2759, 15.2860, 15.2854, 15.2741, 15.2857
0, 72, 15.2858, 15.2855, 15.2856, 15.2863, 15.2836, 15.2861, 15.2854, 15.2859, 15.2863, 15.2855
0, 80, 15.2860, 15.2863, 15.2859, 15.2860, 15.2855, 15.2846, 15.2830, 15.2851, 15.2783, 15.2848
0, 88, 15.2857, 15.2834, 15.2831, 15.2855, 15.2859, 15.2857, 15.2850, 15.2856, 15.2857, 15.2851
0, 96, 15.2860, 15.2826, 15.2867, 15.2862, 15.2811, 15.2859, 15.2853, 15.2902, 15.2861, 15.2789
0, 104, 15.2859, 15.2857, 15.2861, 15.2854, 15.2853, 15.2859, 15.2853, 15.2864, 15.2856, 15.2861
0, 112, 15.2855, 15.2812, 15.2857, 15.2855, 15.2772, 15.2868, 15.2793, 15.2856, 15.2851, 15.2858
0, 120, 15.2859, 15.2860, 15.2866, 15.2853, 15.2861, 15.2857, 15.2862, 15.2858, 15.2856, 15.2852
0, 128, 15.2795, 15.2841, 15.2853, 15.2791, 15.2796, 15.2853, 15.2781, 15.2855, 15.2862, 15.2858
8, 0, 15.2852, 15.2854, 15.2864, 15.2801, 15.2863, 15.2857, 15.2861, 15.2856, 15.2816, 15.2856
8, 8, 6.2011, 6.1341, 6.0897, 6.2242, 6.1976, 6.1551, 6.1919, 6.1979, 6.1959, 6.1968
8, 16, 5.2367, 5.2755, 5.2565, 5.2349, 5.2374, 5.2185, 5.1840, 5.3147, 5.3047, 5.2753
8, 24, 4.9682, 5.3678, 5.9852, 5.3629, 5.4375, 4.7348, 5.4991, 5.3148, 5.1657, 5.4310
8, 32, 4.7786, 4.5073, 4.7462, 4.6868, 4.7797, 4.7157, 4.7249, 4.7580, 4.7609, 4.7779
8, 40, 4.6567, 4.6622, 4.6598, 4.6642, 4.6588, 4.6621, 4.6605, 4.6587, 4.6602, 4.6591
8, 48, 8.5867, 4.5852, 4.5871, 4.5827, 4.5872, 4.5888, 4.5858, 4.5855, 4.5364, 4.5825
8, 56, 8.5347, 4.5298, 4.5320, 4.5328, 4.5338, 4.3983, 4.5343, 4.5384, 4.5301, 4.5356
8, 64, 8.4803, 4.4825, 4.4826, 4.4825, 4.4820, 4.4571, 4.4890, 4.4851, 4.4307, 4.4865
8, 72, 8.4548, 4.4563, 4.4579, 4.4585, 4.4557, 4.4601, 4.4563, 4.4590, 4.4592, 4.3985
8, 80, 8.4268, 4.4225, 4.4273, 4.4253, 4.3157, 4.3774, 4.4347, 4.4271, 4.4286, 4.4324
8, 88, 8.3992, 4.4016, 4.4003, 4.4007, 4.4050, 4.4031, 4.4000, 4.4019, 4.3393, 4.4010
8, 96, 8.3987, 4.4044, 4.3231, 4.3992, 4.3944, 4.3952, 4.3956, 4.3947, 4.3971, 4.3965
8, 104, 8.3665, 4.3624, 4.3615, 4.3598, 4.3614, 4.3622, 4.3634, 4.3666, 4.3619, 4.3662
8, 112, 8.3661, 4.3601, 4.3623, 4.3613, 4.3603, 4.3639, 4.3600, 4.3630, 4.3648, 4.3641
8, 120, 8.3373, 4.3348, 4.3400, 4.3308, 4.3308, 4.3325, 4.3282, 4.3328, 4.3299, 4.2704
8, 128, 8.3358, 4.3400, 4.3370, 4.2484, 4.3300, 4.3284, 4.3329, 4.3346, 4.3337, 4.3285
