time,droplet,gridsearch,random,ga,xgb,ansor,
100,31.9716,62.6046,17.5091,19.5459,18.0610,19.9299,
500,15.7458,20.3671,15.7818,16.0075,15.8305,20.7643,
1000,15.8766,16.9520,15.2473,15.6512,15.2403,20.9062,
2500,15.9158,15.7394,15.4369,15.4114,15.3902,17.4968,
5000,15.9516,15.8562,15.5589,15.1852,15.5232,16.0588,
