sum,A,B,t0
2792901376.00, 0, 0, 1.4989
2792901376.00, 0, 8, 1.4991
2792901376.00, 0, 16, 1.4977
2792901376.00, 0, 24, 1.4985
2792901376.00, 0, 32, 1.4977
2792901376.00, 0, 40, 1.4979
2792901376.00, 0, 48, 1.4976
2792901376.00, 0, 56, 1.4979
2792901376.00, 0, 64, 1.4923
2792901376.00, 0, 72, 1.5185
2792901376.00, 0, 80, 1.4983
2792901376.00, 0, 88, 1.4978
2792901376.00, 0, 96, 1.4980
2792901376.00, 0, 104, 1.4987
2792901376.00, 0, 112, 1.4975
2792901376.00, 0, 120, 1.4983
2792901376.00, 0, 128, 1.4982
2792901376.00, 8, 0, 1.4984
2792901376.00, 8, 8, 5.0830
2792901376.00, 8, 16, 5.3877
2792901376.00, 8, 24, 5.2598
2792901376.00, 8, 32, 5.1721
2792901376.00, 8, 40, 5.1276
2792901376.00, 8, 48, 5.0963
2792901376.00, 8, 56, 5.0793
2792901376.00, 8, 64, 5.0597
2792901376.00, 8, 72, 5.0551
2792901376.00, 8, 80, 5.0348
2792901376.00, 8, 88, 5.0346
2792901376.00, 8, 96, 5.0187
2792901376.00, 8, 104, 5.0141
2792901376.00, 8, 112, 5.0099
2792901376.00, 8, 120, 5.0015
2792901376.00, 8, 128, 5.0003
2792901376.00, 16, 0, 1.5003
2792901376.00, 16, 8, 5.3196
2792901376.00, 16, 16, 5.0645
2792901376.00, 16, 24, 4.9793
2792901376.00, 16, 32, 4.9389
2792901376.00, 16, 40, 4.9132
2792901376.00, 16, 48, 4.8961
2792901376.00, 16, 56, 4.8841
2792901376.00, 16, 64, 4.8762
2792901376.00, 16, 72, 4.8684
2792901376.00, 16, 80, 4.8621
2792901376.00, 16, 88, 4.8596
2792901376.00, 16, 96, 4.8548
2792901376.00, 16, 104, 4.8522
2792901376.00, 16, 112, 4.8495
2792901376.00, 16, 120, 4.8471
2792901376.00, 16, 128, 4.8452
2792901376.00, 24, 0, 1.5013
2792901376.00, 24, 8, 5.1288
2792901376.00, 24, 16, 4.9591
2792901376.00, 24, 24, 4.9062
2792901376.00, 24, 32, 4.8774
2792901376.00, 24, 40, 4.8668
2792901376.00, 24, 48, 4.8516
2792901376.00, 24, 56, 4.8459
2792901376.00, 24, 64, 4.8393
2792901376.00, 24, 72, 4.8359
2792901376.00, 24, 80, 4.8329
2792901376.00, 24, 88, 4.8315
2792901376.00, 24, 96, 4.8267
2792901376.00, 24, 104, 4.8282
2792901376.00, 24, 112, 4.8270
2792901376.00, 24, 120, 4.8240
2792901376.00, 24, 128, 4.8208
2792901376.00, 32, 0, 1.5003
2792901376.00, 32, 8, 5.0914
2792901376.00, 32, 16, 4.9575
2792901376.00, 32, 24, 4.9183
2792901376.00, 32, 32, 4.8951
2792901376.00, 32, 40, 4.8836
2792901376.00, 32, 48, 4.8718
2792901376.00, 32, 56, 4.8689
2792901376.00, 32, 64, 4.8638
2792901376.00, 32, 72, 4.8615
2792901376.00, 32, 80, 4.8570
2792901376.00, 32, 88, 4.8546
2792901376.00, 32, 96, 4.8491
