sum,A,B,t0
2792901376.00, 56, 64, 6.4597
2792901376.00, 56, 72, 6.4695
2792901376.00, 56, 80, 6.4640
2792901376.00, 56, 88, 6.4929
2792901376.00, 56, 96, 6.5144
2792901376.00, 56, 104, 6.5119
2792901376.00, 56, 112, 6.5066
2792901376.00, 56, 120, 6.5257
2792901376.00, 56, 128, 6.5407
2792901376.00, 64, 0, 9.6591
2792901376.00, 64, 8, 7.4539
2792901376.00, 64, 16, 6.7238
2792901376.00, 64, 24, 6.6352
2792901376.00, 64, 32, 6.5080
2792901376.00, 64, 40, 6.5273
2792901376.00, 64, 48, 6.4714
2792901376.00, 64, 56, 6.4989
2792901376.00, 64, 64, 6.5058
2792901376.00, 64, 72, 6.5250
2792901376.00, 64, 80, 6.5242
2792901376.00, 64, 88, 6.5372
2792901376.00, 64, 96, 6.5515
2792901376.00, 64, 104, 6.5516
2792901376.00, 64, 112, 6.5571
2792901376.00, 64, 120, 6.5714
2792901376.00, 64, 128, 6.5780
2792901376.00, 72, 0, 9.6582
2792901376.00, 72, 8, 7.3533
2792901376.00, 72, 16, 6.6787
2792901376.00, 72, 24, 6.6333
2792901376.00, 72, 32, 6.5301
2792901376.00, 72, 40, 6.5381
2792901376.00, 72, 48, 6.4915
2792901376.00, 72, 56, 6.5382
2792901376.00, 72, 64, 6.5637
2792901376.00, 72, 72, 6.5656
2792901376.00, 72, 80, 6.5207
2792901376.00, 72, 88, 6.5549
2792901376.00, 72, 96, 6.5973
2792901376.00, 72, 104, 6.5818
2792901376.00, 72, 112, 6.5771
2792901376.00, 72, 120, 6.5957
2792901376.00, 72, 128, 6.5938
2792901376.00, 80, 0, 9.6576
2792901376.00, 80, 8, 7.2360
2792901376.00, 80, 16, 6.6398
2792901376.00, 80, 24, 6.7089
2792901376.00, 80, 32, 6.6090
2792901376.00, 80, 40, 6.5815
2792901376.00, 80, 48, 6.5490
2792901376.00, 80, 56, 6.5689
2792901376.00, 80, 64, 6.5830
2792901376.00, 80, 72, 6.5688
2792901376.00, 80, 80, 6.5607
2792901376.00, 80, 88, 6.5784
2792901376.00, 80, 96, 6.5984
2792901376.00, 80, 104, 6.6016
2792901376.00, 80, 112, 6.6041
2792901376.00, 80, 120, 6.6094
2792901376.00, 80, 128, 6.6093
2792901376.00, 88, 0, 9.6545
2792901376.00, 88, 8, 7.2951
2792901376.00, 88, 16, 6.6519
2792901376.00, 88, 24, 6.7896
2792901376.00, 88, 32, 6.6335
2792901376.00, 88, 40, 6.5967
2792901376.00, 88, 48, 6.5800
2792901376.00, 88, 56, 6.6168
2792901376.00, 88, 64, 6.6408
2792901376.00, 88, 72, 6.6210
2792901376.00, 88, 80, 6.6007
2792901376.00, 88, 88, 6.6301
2792901376.00, 88, 96, 6.6255
2792901376.00, 88, 104, 6.6288
2792901376.00, 88, 112, 6.6223
2792901376.00, 88, 120, 6.6244
2792901376.00, 88, 128, 6.6300
2792901376.00, 96, 0, 9.6576
2792901376.00, 96, 8, 7.4935
2792901376.00, 96, 16, 6.9591
2792901376.00, 96, 24, 6.9630
2792901376.00, 96, 32, 6.9074
2792901376.00, 96, 40, 6.8586
2792901376.00, 96, 48, 6.8382
2792901376.00, 96, 56, 6.8747
2792901376.00, 96, 64, 6.8961
2792901376.00, 96, 72, 6.8890
2792901376.00, 96, 80, 6.8803
2792901376.00, 96, 88, 6.8784
2792901376.00, 96, 96, 6.8773
2792901376.00, 96, 104, 6.8847
2792901376.00, 96, 112, 6.8748
2792901376.00, 96, 120, 6.8715
2792901376.00, 96, 128, 6.8680
2792901376.00, 104, 0, 9.6579
2792901376.00, 104, 8, 7.4999
2792901376.00, 104, 16, 6.8994
2792901376.00, 104, 24, 6.9407
2792901376.00, 104, 32, 6.9236
2792901376.00, 104, 40, 6.8771
2792901376.00, 104, 48, 6.8358
2792901376.00, 104, 56, 6.8581
2792901376.00, 104, 64, 6.8826
2792901376.00, 104, 72, 6.8697
2792901376.00, 104, 80, 6.8685
2792901376.00, 104, 88, 6.8597
2792901376.00, 104, 96, 6.8589
2792901376.00, 104, 104, 6.8543
2792901376.00, 104, 112, 6.8524
2792901376.00, 104, 120, 6.8499
2792901376.00, 104, 128, 6.8472
2792901376.00, 112, 0, 9.6556
2792901376.00, 112, 8, 7.4690
2792901376.00, 112, 16, 6.8614
2792901376.00, 112, 24, 6.9258
2792901376.00, 112, 32, 6.8625
2792901376.00, 112, 40, 6.8149
2792901376.00, 112, 48, 6.7818
2792901376.00, 112, 56, 6.8125
2792901376.00, 112, 64, 6.8244
2792901376.00, 112, 72, 6.8223
2792901376.00, 112, 80, 6.8236
2792901376.00, 112, 88, 6.8201
2792901376.00, 112, 96, 6.8156
2792901376.00, 112, 104, 6.8170
2792901376.00, 112, 112, 6.8082
2792901376.00, 112, 120, 6.8071
2792901376.00, 112, 128, 6.8063
2792901376.00, 120, 0, 9.6570
2792901376.00, 120, 8, 7.4913
2792901376.00, 120, 16, 6.8625
2792901376.00, 120, 24, 6.9662
2792901376.00, 120, 32, 6.8888
2792901376.00, 120, 40, 6.8605
2792901376.00, 120, 48, 6.8365
2792901376.00, 120, 56, 6.8526
2792901376.00, 120, 64, 6.8552
2792901376.00, 120, 72, 6.8517
2792901376.00, 120, 80, 6.8467
2792901376.00, 120, 88, 6.8447
2792901376.00, 120, 96, 6.8422
2792901376.00, 120, 104, 6.8398
2792901376.00, 120, 112, 6.8363
2792901376.00, 120, 120, 6.8335
2792901376.00, 120, 128, 6.8263
2792901376.00, 128, 0, 9.6587
2792901376.00, 128, 8, 7.5029
2792901376.00, 128, 16, 6.8851
2792901376.00, 128, 24, 6.9749
2792901376.00, 128, 32, 6.9759
2792901376.00, 128, 40, 6.9040
2792901376.00, 128, 48, 6.8965
2792901376.00, 128, 56, 6.8898
2792901376.00, 128, 64, 6.8908
2792901376.00, 128, 72, 6.8853
2792901376.00, 128, 80, 6.8704
2792901376.00, 128, 88, 6.8688
2792901376.00, 128, 96, 6.8550
2792901376.00, 128, 104, 6.8477
2792901376.00, 128, 112, 6.8446
2792901376.00, 128, 120, 6.8461
2792901376.00, 128, 128, 6.8336
