sum,A,B,t0
2792901376.00, 0, 0, 71.6351
2792901376.00, 0, 8, 71.6311
2792901376.00, 0, 16, 71.6244
2792901376.00, 0, 24, 71.6214
2792901376.00, 0, 32, 71.6149
2792901376.00, 0, 40, 71.6145
2792901376.00, 0, 48, 71.6431
2792901376.00, 0, 56, 71.6236
2792901376.00, 0, 64, 71.6299
2792901376.00, 0, 72, 71.6216
2792901376.00, 0, 80, 71.6201
2792901376.00, 0, 88, 71.6186
2792901376.00, 0, 96, 71.6153
2792901376.00, 0, 104, 71.6207
2792901376.00, 0, 112, 71.6246
2792901376.00, 0, 120, 71.6210
2792901376.00, 0, 128, 71.6213
2792901376.00, 8, 0, 71.6184
2792901376.00, 8, 8, 23.3768
2792901376.00, 8, 16, 18.1125
2792901376.00, 8, 24, 14.9130
2792901376.00, 8, 32, 12.6353
2792901376.00, 8, 40, 10.6215
2792901376.00, 8, 48, 8.6598
2792901376.00, 8, 56, 8.5752
2792901376.00, 8, 64, 8.3514
2792901376.00, 8, 72, 8.3621
2792901376.00, 8, 80, 8.1129
2792901376.00, 8, 88, 9.5267
2792901376.00, 8, 96, 8.3617
2792901376.00, 8, 104, 8.8881
2792901376.00, 8, 112, 8.7043
2792901376.00, 8, 120, 8.1065
2792901376.00, 8, 128, 7.4265
2792901376.00, 16, 0, 71.6252
2792901376.00, 16, 8, 19.4837
2792901376.00, 16, 16, 13.4644
2792901376.00, 16, 24, 11.8504
2792901376.00, 16, 32, 10.0596
2792901376.00, 16, 40, 9.5776
2792901376.00, 16, 48, 8.1870
2792901376.00, 16, 56, 8.3131
2792901376.00, 16, 64, 7.8816
2792901376.00, 16, 72, 7.9081
2792901376.00, 16, 80, 7.7039
2792901376.00, 16, 88, 8.0854
2792901376.00, 16, 96, 7.4829
2792901376.00, 16, 104, 7.1931
2792901376.00, 16, 112, 7.0300
2792901376.00, 16, 120, 6.9175
2792901376.00, 16, 128, 6.8750
2792901376.00, 24, 0, 71.6832
2792901376.00, 24, 8, 17.2083
2792901376.00, 24, 16, 12.3114
2792901376.00, 24, 24, 10.8165
2792901376.00, 24, 32, 9.3678
2792901376.00, 24, 40, 9.0323
2792901376.00, 24, 48, 7.8515
2792901376.00, 24, 56, 8.0025
2792901376.00, 24, 64, 7.5238
2792901376.00, 24, 72, 7.6483
2792901376.00, 24, 80, 7.5667
2792901376.00, 24, 88, 7.7663
2792901376.00, 24, 96, 7.8029
2792901376.00, 24, 104, 7.6722
2792901376.00, 24, 112, 7.6098
2792901376.00, 24, 120, 7.5358
2792901376.00, 24, 128, 7.5057
2792901376.00, 32, 0, 71.6171
2792901376.00, 32, 8, 16.3911
2792901376.00, 32, 16, 12.0967
2792901376.00, 32, 24, 10.2150
2792901376.00, 32, 32, 8.7303
2792901376.00, 32, 40, 8.3267
2792901376.00, 32, 48, 7.6464
2792901376.00, 32, 56, 7.5907
2792901376.00, 32, 64, 7.3766
2792901376.00, 32, 72, 7.4879
2792901376.00, 32, 80, 7.6455
2792901376.00, 32, 88, 8.1211
2792901376.00, 32, 96, 8.1366
2792901376.00, 32, 104, 8.0596
2792901376.00, 32, 112, 7.9081
2792901376.00, 32, 120, 7.9154
2792901376.00, 32, 128, 7.8834
2792901376.00, 40, 0, 71.6405
2792901376.00, 40, 8, 17.7327
2792901376.00, 40, 16, 13.8450
2792901376.00, 40, 24, 13.1748
2792901376.00, 40, 32, 10.4660
2792901376.00, 40, 40, 10.5190
2792901376.00, 40, 48, 9.9172
2792901376.00, 40, 56, 11.3566
2792901376.00, 40, 64, 11.5599
2792901376.00, 40, 72, 11.3977
2792901376.00, 40, 80, 11.4264
2792901376.00, 40, 88, 11.3197
2792901376.00, 40, 96, 11.2103
2792901376.00, 40, 104, 11.2083
2792901376.00, 40, 112, 11.1556
2792901376.00, 40, 120, 11.0930
2792901376.00, 40, 128, 11.0685
2792901376.00, 48, 0, 71.6362
2792901376.00, 48, 8, 19.2189
2792901376.00, 48, 16, 15.0657
2792901376.00, 48, 24, 14.1327
2792901376.00, 48, 32, 13.6358
2792901376.00, 48, 40, 13.0415
2792901376.00, 48, 48, 12.9358
2792901376.00, 48, 56, 12.4484
2792901376.00, 48, 64, 12.5194
2792901376.00, 48, 72, 12.2666
2792901376.00, 48, 80, 12.0945
2792901376.00, 48, 88, 11.9840
2792901376.00, 48, 96, 12.0551
2792901376.00, 48, 104, 11.9537
2792901376.00, 48, 112, 11.9209
2792901376.00, 48, 120, 11.6701
2792901376.00, 48, 128, 11.5427
2792901376.00, 56, 0, 71.6309
2792901376.00, 56, 8, 19.1031
2792901376.00, 56, 16, 14.9158
2792901376.00, 56, 24, 13.9782
2792901376.00, 56, 32, 12.8920
2792901376.00, 56, 40, 12.8197
