sum,A,B,t0
2792901376.00, 24, 88, 4.9811
2792901376.00, 24, 96, 4.9862
2792901376.00, 24, 104, 4.9904
2792901376.00, 24, 112, 5.0097
2792901376.00, 24, 120, 4.9569
2792901376.00, 24, 128, 4.9511
2792901376.00, 32, 0, 2.3885
2792901376.00, 32, 8, 5.2023
2792901376.00, 32, 16, 5.0319
2792901376.00, 32, 24, 5.0579
2792901376.00, 32, 32, 4.9552
2792901376.00, 32, 40, 4.9124
2792901376.00, 32, 48, 4.8984
2792901376.00, 32, 56, 4.8911
2792901376.00, 32, 64, 4.8852
2792901376.00, 32, 72, 4.8857
2792901376.00, 32, 80, 4.9463
2792901376.00, 32, 88, 5.0906
2792901376.00, 32, 96, 4.9482
2792901376.00, 32, 104, 4.8876
2792901376.00, 32, 112, 4.8777
2792901376.00, 32, 120, 4.8821
2792901376.00, 32, 128, 4.8667
2792901376.00, 40, 0, 2.3203
2792901376.00, 40, 8, 6.0444
2792901376.00, 40, 16, 5.9089
2792901376.00, 40, 24, 5.8705
2792901376.00, 40, 32, 5.8528
2792901376.00, 40, 40, 5.8386
2792901376.00, 40, 48, 5.8452
2792901376.00, 40, 56, 5.8616
2792901376.00, 40, 64, 5.8385
2792901376.00, 40, 72, 5.8277
2792901376.00, 40, 80, 5.8417
2792901376.00, 40, 88, 5.8409
2792901376.00, 40, 96, 5.8384
2792901376.00, 40, 104, 5.8391
2792901376.00, 40, 112, 5.8229
2792901376.00, 40, 120, 5.8133
2792901376.00, 40, 128, 5.8268
2792901376.00, 48, 0, 2.3359
2792901376.00, 48, 8, 6.7586
2792901376.00, 48, 16, 6.6974
2792901376.00, 48, 24, 6.6657
2792901376.00, 48, 32, 6.6836
2792901376.00, 48, 40, 6.8436
2792901376.00, 48, 48, 6.9034
2792901376.00, 48, 56, 6.8811
2792901376.00, 48, 64, 6.8313
2792901376.00, 48, 72, 6.8482
2792901376.00, 48, 80, 6.8530
2792901376.00, 48, 88, 6.8483
2792901376.00, 48, 96, 6.9585
2792901376.00, 48, 104, 6.9368
2792901376.00, 48, 112, 6.9293
2792901376.00, 48, 120, 6.8652
2792901376.00, 48, 128, 6.8054
2792901376.00, 56, 0, 2.7452
2792901376.00, 56, 8, 6.9576
2792901376.00, 56, 16, 6.9733
2792901376.00, 56, 24, 6.9710
2792901376.00, 56, 32, 6.9689
2792901376.00, 56, 40, 6.9250
2792901376.00, 56, 48, 6.8900
2792901376.00, 56, 56, 6.9123
2792901376.00, 56, 64, 6.9368
2792901376.00, 56, 72, 6.9295
2792901376.00, 56, 80, 6.9490
2792901376.00, 56, 88, 6.8499
2792901376.00, 56, 96, 6.9019
2792901376.00, 56, 104, 6.8679
2792901376.00, 56, 112, 6.8893
2792901376.00, 56, 120, 6.8265
2792901376.00, 56, 128, 6.8409
2792901376.00, 64, 0, 2.6411
2792901376.00, 64, 8, 7.1541
2792901376.00, 64, 16, 7.2025
2792901376.00, 64, 24, 7.2225
2792901376.00, 64, 32, 7.1368
2792901376.00, 64, 40, 7.1025
2792901376.00, 64, 48, 7.1374
2792901376.00, 64, 56, 7.1900
2792901376.00, 64, 64, 7.1431
2792901376.00, 64, 72, 7.1428
2792901376.00, 64, 80, 7.1410
2792901376.00, 64, 88, 7.1403
2792901376.00, 64, 96, 7.1189
2792901376.00, 64, 104, 7.0989
2792901376.00, 64, 112, 7.1355
2792901376.00, 64, 120, 7.1570
2792901376.00, 64, 128, 7.0927
2792901376.00, 72, 0, 2.6119
2792901376.00, 72, 8, 6.9033
2792901376.00, 72, 16, 6.8955
2792901376.00, 72, 24, 6.9609
2792901376.00, 72, 32, 7.0562
2792901376.00, 72, 40, 6.9965
2792901376.00, 72, 48, 7.0215
2792901376.00, 72, 56, 7.0563
2792901376.00, 72, 64, 7.0354
2792901376.00, 72, 72, 6.9997
2792901376.00, 72, 80, 6.9028
2792901376.00, 72, 88, 6.9411
2792901376.00, 72, 96, 6.9988
2792901376.00, 72, 104, 7.0409
2792901376.00, 72, 112, 6.9749
2792901376.00, 72, 120, 7.0535
2792901376.00, 72, 128, 7.0502
2792901376.00, 80, 0, 3.3174
2792901376.00, 80, 8, 7.3230
2792901376.00, 80, 16, 7.1166
2792901376.00, 80, 24, 7.1722
2792901376.00, 80, 32, 7.1810
2792901376.00, 80, 40, 7.0694
2792901376.00, 80, 48, 7.1486
2792901376.00, 80, 56, 7.1343
2792901376.00, 80, 64, 7.0744
2792901376.00, 80, 72, 7.1772
2792901376.00, 80, 80, 7.1961
2792901376.00, 80, 88, 7.2359
2792901376.00, 80, 96, 7.1713
2792901376.00, 80, 104, 7.2905
2792901376.00, 80, 112, 7.1343
2792901376.00, 80, 120, 7.1990
2792901376.00, 80, 128, 7.2012
2792901376.00, 88, 0, 3.3633
2792901376.00, 88, 8, 7.1227
2792901376.00, 88, 16, 7.1286
2792901376.00, 88, 24, 7.0763
2792901376.00, 88, 32, 7.0778
2792901376.00, 88, 40, 7.0401
2792901376.00, 88, 48, 7.1719
2792901376.00, 88, 56, 7.2603
2792901376.00, 88, 64, 7.1291
2792901376.00, 88, 72, 7.1560
2792901376.00, 88, 80, 7.0938
2792901376.00, 88, 88, 7.0913
2792901376.00, 88, 96, 7.0499
2792901376.00, 88, 104, 7.0198
2792901376.00, 88, 112, 7.0862
2792901376.00, 88, 120, 7.2946
2792901376.00, 88, 128, 7.1123
2792901376.00, 96, 0, 3.2392
2792901376.00, 96, 8, 7.5264
2792901376.00, 96, 16, 7.4303
2792901376.00, 96, 24, 7.3650
2792901376.00, 96, 32, 7.3485
2792901376.00, 96, 40, 7.3702
2792901376.00, 96, 48, 7.3766
2792901376.00, 96, 56, 7.3808
2792901376.00, 96, 64, 7.3347
2792901376.00, 96, 72, 7.3354
2792901376.00, 96, 80, 7.3734
2792901376.00, 96, 88, 7.3385
2792901376.00, 96, 96, 7.3232
2792901376.00, 96, 104, 7.2691
2792901376.00, 96, 112, 7.3566
2792901376.00, 96, 120, 7.3559
2792901376.00, 96, 128, 7.3122
2792901376.00, 104, 0, 3.2625
2792901376.00, 104, 8, 7.5992
2792901376.00, 104, 16, 7.3992
2792901376.00, 104, 24, 7.4627
2792901376.00, 104, 32, 7.4205
2792901376.00, 104, 40, 7.4257
2792901376.00, 104, 48, 7.3942
2792901376.00, 104, 56, 7.4234
2792901376.00, 104, 64, 7.4317
2792901376.00, 104, 72, 7.3252
2792901376.00, 104, 80, 7.4898
2792901376.00, 104, 88, 7.5612
2792901376.00, 104, 96, 7.4511
2792901376.00, 104, 104, 7.4072
2792901376.00, 104, 112, 7.3889
2792901376.00, 104, 120, 7.3763
2792901376.00, 104, 128, 7.3008
2792901376.00, 112, 0, 3.2507
2792901376.00, 112, 8, 7.4827
2792901376.00, 112, 16, 7.4215
2792901376.00, 112, 24, 7.4303
2792901376.00, 112, 32, 7.4515
2792901376.00, 112, 40, 7.4018
2792901376.00, 112, 48, 7.5378
2792901376.00, 112, 56, 7.3939
2792901376.00, 112, 64, 7.3948
2792901376.00, 112, 72, 7.3068
2792901376.00, 112, 80, 7.4463
2792901376.00, 112, 88, 7.5521
2792901376.00, 112, 96, 7.4414
2792901376.00, 112, 104, 7.4360
2792901376.00, 112, 112, 7.4976
2792901376.00, 112, 120, 7.5380
2792901376.00, 112, 128, 7.7989
2792901376.00, 120, 0, 2.9768
2792901376.00, 120, 8, 7.7156
2792901376.00, 120, 16, 7.6247
2792901376.00, 120, 24, 7.6212
2792901376.00, 120, 32, 7.7548
2792901376.00, 120, 40, 7.5979
2792901376.00, 120, 48, 7.5442
2792901376.00, 120, 56, 7.4120
2792901376.00, 120, 64, 7.5763
2792901376.00, 120, 72, 7.6920
2792901376.00, 120, 80, 7.7231
2792901376.00, 120, 88, 7.5711
2792901376.00, 120, 96, 7.6715
2792901376.00, 120, 104, 7.5341
2792901376.00, 120, 112, 7.5312
2792901376.00, 120, 120, 7.5330
2792901376.00, 120, 128, 7.4675
2792901376.00, 128, 0, 3.4108
2792901376.00, 128, 8, 7.8345
2792901376.00, 128, 16, 7.6786
2792901376.00, 128, 24, 7.6448
2792901376.00, 128, 32, 7.6480
2792901376.00, 128, 40, 7.6814
2792901376.00, 128, 48, 7.6915
2792901376.00, 128, 56, 7.7010
2792901376.00, 128, 64, 7.5986
2792901376.00, 128, 72, 7.6533
2792901376.00, 128, 80, 7.7507
2792901376.00, 128, 88, 7.5988
2792901376.00, 128, 96, 7.7160
2792901376.00, 128, 104, 7.5450
2792901376.00, 128, 112, 7.5288
2792901376.00, 128, 120, 7.5063
2792901376.00, 128, 128, 7.5009
