sum,A,B,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
139950080.00, 0, 0, 4.2324, 4.2439, 4.0733, 4.1304, 4.2511, 4.2439, 4.2451, 4.2423, 4.2398, 4.1704
139950080.00, 0, 8, 4.0579, 4.2398, 4.2287, 4.2241, 4.2155, 4.2487, 4.2272, 4.2260, 4.2246, 4.1960
139950080.00, 0, 16, 4.1858, 4.2086, 4.2223, 4.2266, 4.1898, 4.2295, 4.2444, 4.2405, 4.2435, 4.2797
139950080.00, 0, 24, 4.2892, 4.2532, 4.2647, 4.2416, 4.2410, 4.2392, 4.2404, 4.2387, 4.2422, 4.2404
139950080.00, 0, 32, 4.2433, 4.2465, 4.2380, 4.2549, 4.2478, 4.2467, 4.2473, 4.2137, 4.2514, 4.2442
139950080.00, 0, 40, 4.2522, 4.2449, 4.2443, 4.2524, 4.2471, 4.2133, 4.2477, 4.2468, 4.2498, 4.2510
139950080.00, 0, 48, 4.2540, 4.2449, 4.1782, 4.2469, 4.2471, 4.1931, 4.2461, 4.2302, 4.2458, 4.2016
139950080.00, 0, 56, 4.2518, 4.2458, 4.2465, 4.2447, 4.2477, 4.2484, 4.2482, 4.2476, 4.2460, 4.2455
139950080.00, 0, 64, 4.2481, 4.2438, 4.2499, 4.2439, 4.2108, 4.2461, 4.2467, 4.2523, 4.2432, 4.2473
139950080.00, 0, 72, 4.2466, 4.2449, 4.2431, 4.2459, 4.2322, 4.2237, 4.2290, 4.2244, 4.2263, 4.2284
139950080.00, 0, 80, 4.2291, 4.2296, 4.2260, 4.2243, 4.1488, 4.2252, 4.2296, 4.2253, 4.2259, 4.2319
139950080.00, 0, 88, 4.2309, 4.2303, 4.2224, 4.2277, 4.1532, 4.2232, 4.2257, 4.2294, 4.2267, 4.2264
139950080.00, 0, 96, 4.2234, 4.2312, 4.1737, 4.2308, 4.2267, 4.2296, 4.2296, 4.2287, 4.2306, 4.2231
139950080.00, 0, 104, 4.2314, 4.2239, 4.2297, 4.2272, 4.2264, 4.2283, 4.2232, 4.2239, 4.2302, 4.2304
139950080.00, 0, 112, 4.2335, 4.2254, 4.2236, 4.2283, 4.2249, 4.2302, 4.2260, 4.1481, 4.2238, 4.2256
139950080.00, 0, 120, 4.2286, 4.2272, 4.2259, 4.2269, 4.2267, 4.2292, 4.2255, 4.2294, 4.2275, 4.2293
139950080.00, 0, 128, 4.2275, 4.2264, 4.2308, 4.2262, 4.2300, 4.2269, 4.2299, 4.2300, 4.2257, 4.2283
139950080.00, 8, 0, 4.2303, 4.2289, 4.2232, 4.2301, 4.2283, 4.2249, 4.1602, 4.2263, 4.2264, 4.2292
139950080.00, 8, 8, 1.7858, 1.7792, 1.7778, 1.7865, 1.7801, 1.7789, 1.7793, 1.7780, 1.7811, 1.7859
139950080.00, 8, 16, 1.7344, 1.7026, 1.7234, 1.7286, 1.7284, 1.7323, 1.7254, 1.7262, 1.7297, 1.7212
139950080.00, 8, 24, 1.7100, 1.7133, 1.7114, 1.7058, 1.7090, 1.7016, 1.7098, 1.7087, 1.7101, 1.7006
139950080.00, 8, 32, 1.5361, 1.4325, 1.4264, 1.4356, 1.4331, 1.4517, 1.7005, 1.5268, 1.4311, 1.5637
139950080.00, 8, 40, 1.4287, 1.4265, 1.4373, 1.4374, 1.4208, 1.4320, 1.4389, 1.4385, 1.4394, 1.4369
139950080.00, 8, 48, 1.4362, 1.4236, 1.4316, 1.4319, 1.4221, 1.4460, 1.4331, 1.4203, 1.4307, 1.4433
139950080.00, 8, 56, 1.4471, 1.4465, 1.4397, 1.4375, 1.4361, 1.4442, 1.4149, 1.4188, 1.4320, 1.4321
139950080.00, 8, 64, 1.4347, 1.4208, 1.4196, 1.4265, 1.4381, 1.4388, 1.4233, 1.4310, 1.4381, 1.4142
