
resnet-18
droplet
56.3891,0.0623,1359.88
36.4428,0.1029,1359.88
gridsearch
71.5785,0.0787,11096.21
45.7926,0.0882,11096.21
random
71.3978,0.0731,11795.98
45.7485,0.0992,11795.98
ga
71.6330,0.2066,11767.63
45.8233,0.0815,11767.63
xgb
71.6783,0.3069,12642.00
45.7896,0.0695,12642.00
ansor
45.5736,0.0725,12832.18
71.2207,0.0587,12832.18

vgg-16
droplet
660.3530,0.2498,1588.98
399.4933,0.6822,1588.98
gridsearch
660.4875,0.5428,17176.62
400.0453,0.1919,17176.62
random
660.9986,0.1880,19053.77
399.5962,0.2034,19053.77
ga
660.9634,0.2962,18416.35
399.9936,0.2677,18416.35
xgb
659.6871,0.1663,20012.97
401.2645,0.2815,20012.97
ansor
398.4989,0.3939,20555.00
662.3705,1.3299,20555.00

mobilenet
droplet
28.2715,0.0719,2334.10
17.0971,0.0693,2334.10
gridsearch
28.5594,0.1035,21285.68
17.5019,0.0681,21285.68
random
28.2100,0.1109,25197.85
17.1788,0.0686,25197.85
ga
28.2596,0.0795,24737.75
17.4006,0.0705,24737.75
xgb
28.3721,0.0671,25660.29
17.4245,0.0735,25660.29
ansor
15.0476,0.0952,10261.21
27.9279,0.0635,10261.21

mxnet
droplet
163.9123,0.2212,2552.93
99.0650,0.0860,2552.93
gridsearch
164.2239,0.2972,11215.61
99.9761,0.0898,11215.61
random
163.7468,0.2608,13166.47
100.4692,0.0725,13166.47
ga
164.1846,0.1078,12451.27
100.6586,0.0967,12451.27
xgb
166.3076,8.6586,12856.53
100.3961,0.0822,12856.53
ansor
100.4426,0.2438,11224.38
160.9615,0.2199,11224.38

inception_v3
droplet
248.1052,0.3343,6627.50
153.8928,0.5161,6627.50
gridsearch
248.2245,0.2822,11785.24
194.4372,0.2077,11785.24
random
247.9377,0.3803,13032.76
157.5712,0.1607,13032.76
ga
247.8918,0.1068,11667.87
164.6489,0.0974,11667.87
xgb
248.0053,0.1805,13346.12
155.4969,0.1273,13346.12
ansor
150.1993,0.1865,11303.83
248.0050,0.1766,11303.83

